Country,WHO Region,Population,LF DALYs,SCHIST DALYs,Whipworm DALYs,Unnamed: 6,Unnamed: 7,Hookworm DALYs,Unnamed: 9,Unnamed: 10,Roundworm DALYs,Unnamed: 12,Unnamed: 13,ONCH DALYs,LF Treatment Coverage,Unnamed: 16,Unnamed: 17,Unnamed: 18,SCHIST Treatment Coverage,Unnamed: 20,STH,Unnamed: 22,Unnamed: 23,Unnamed: 24,ONCH Treatment Coverage,Unnamed: 26,Unnamed: 27,Unnamed: 28,Prevalence (%),Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,LF Efficacy,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Schist Efficacy,Unnamed: 46,Whipworm Efficacy,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Hookworm Efficacy,Unnamed: 54,Unnamed: 55,Unnamed: 56,Roundworm Efficacy,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,ONCH Efficacy,Unnamed: 64,Treatment Guidelines,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Impact of  LF,Unnamed: 75,Impact of Schist,Impact of Whipworm,Unnamed: 78,Unnamed: 79,Impact of Hookworm,Unnamed: 81,Impact of Roundworm,Unnamed: 83,Unnamed: 84,Impact of Onch,Unnamed: 86
,,,Total,Total,Under 5 Years,5-14 Years,Total,Under 5 Years,5-14 Years,Total,Under 5 Years,5-14 Years,Total,Total,Prevalence,Number Treated,LF Treatment Coverage,Estimated LF Treatment Coverage,SCHIST Treatment Coverage,Estimated Schist Treatment Coverage,STH Pre-SAC Treatment Coverage,Estimated STH Pre-SAC Treatment Coverage,STH SAC Treatment Coverage,Estimated STH SAC Treatment Coverage,Number of People Needing Treatment for ONCH,Number of People Treated for ONCH,ONCH Treatment Coverage,Estimated ONCH Treatment Coverage,LF,SCHIST All Ages,SCHIST SAC,Whipworm,Whipworm,Hookworm,Hookworm,Roundworm,Roundworm,ONCH,,,,,,,PZQ,,Alb,,Mbd,,Ivm+Alb,,Alb,,Mbd,,Alb,,Mbd,,Ivm+Alb,,Ivermectin,Ivermectin,LF,ONCH,SCHIST,STH Level,Coding,MDA type,Treatment Part 1,Treatment Part 2,Diseases targeted by the MDA,DEC+ALB,IVM+ALB,PZQ,ALB,MBD,IVM+ALB,ALB,MBD,ALB,MBD,IVM+ALB,IVM,
,,,,,,,,,,,,,,,,,Global Average,52.62%,Global Average,42.35%,Global Average,65.08%,Global Average,55.99%,,,100.00%,62.96%,,,5-14 years,1.92%,6.20%,1.43%,5.48%,2.52%,3.94%,,Single Dose of DEC (6mg/kg),Estimated Efficacy,Single dose of DEC (6mg/kg) + ALB(400mg),Estimated Efficacy,Combination of ALB (400mg) +IVM (400ug/kg),Estimated Efficacy,Original,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,1 if endemic,1 if endemic,1 if endemic,"2 if high, 1 if low",,,,,,961.48,920.51,0.00,"2,753.48","1,220.43",723.60,"9,280.15","1,343.28","18,701.03",10.56,"5,000.95","1,979.86",
Croatia,EUR,"4,255,689",0.00,0,0,0,0,0,0,0,0,0,0.00,0,,,,52.62%,,34.68%,,100.00%,,100.00%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,35.74%,,51.37%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,78.96%,,50.13%,,92.16%,,92.96%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Cuba,AMR,"11,412,167",0.00,0,3.664073874,19.5486454,23.21,184.76,706.45,891.2059234,134.1119739,461.68,595.79,0,,,,22.88%,,39.44%,,54.25%,,65.07%,,,,34.90%,0.00%,0.00%,0.00%,0.00%,7.21%,0.00%,12.31%,0.00%,0.00%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,76.90%,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Curacao,AMR,"153,822",0.00,0,,,0,0,0,0,,,0.00,0,,,,22.88%,,39.44%,,54.25%,,65.07%,,,,34.90%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0.00%,0.00%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Cyprus,EUR,"1,143,896",0.00,0,0,0,0,0,0,0,0,0,0.00,0,,,,52.62%,,34.68%,,100.00%,,100.00%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,35.74%,,51.37%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,78.96%,,50.13%,,92.16%,,92.96%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Czech Republic,EUR,"10,514,272",0.00,0,0,0,0,0,0,0,0,0,0.00,0,,,,52.62%,,34.68%,,100.00%,,100.00%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,35.74%,,51.37%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,78.96%,,50.13%,,92.16%,,92.96%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Democratic People's Republic of Korea,SEA,"24,985,976",0.00,0,,,0.000234991,0,0,0.310341105,334.4109097,339.6189285,674.03,0,,,,39.75%,,73.67%,100.00%,100.00%,100.00%,100.00%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0.43%,0.00%,0.00%,0.00%,0.00%,0.00%,,47.82%,,58.32%,,14.00%,,94.9%,,47.57%,,37.87%,,59.76%,,78.57%,,37.22%,,83.00%,,100.00%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Democratic Republic of the Congo,AFR,"71,316,033","24,649.20",186238.4134,906.0389386,3517.975385,4424.014323,6691.65527,17299.8655,23991.52078,57474.52163,14673.03766,"72,147.56",494002.172,"49,140,000",,0.00%,25.90%,,25.20%,57.92%,57.92%,,56.68%,"42,394,937.00","24,536,180.00",57.88%,57.88%,0.59%,29.00%,9.10%,0.00%,21.29%,0.00%,19.73%,0.00%,0.00%,11.03%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,56.76%,,47.18%,,80.18%,,70.92%,,90.67%,,93.59%,,100.00%,,83.90%,1,1,1,0,1110,MDA1+T2,IVM+ALB,PZQ,lf+onch+schist ,,11.99880744,51452.47,,,,,,,,,1714.577295,
Denmark,EUR,"5,614,932",0.00,0,0,0,0,0,0,0,0,0,0.00,0,,,,52.62%,,34.68%,,100.00%,,100.00%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,35.74%,,51.37%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,78.96%,,50.13%,,92.16%,,92.96%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Djibouti,EMR,"896,688",0.00,387.3948644,20.1488713,42.69052873,62.83940004,15.2689482,25.6710544,40.94000258,39.09634226,4.404417908,43.50,0,,,,47.14%,,59.49%,,92.16%,,52.10%,,,,31.22%,0.00%,1.00%,0.12%,16.52%,26.05%,2.67%,4.35%,3.47%,5.51%,0.00%,,35.74%,,79.35%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,93.08%,,50.13%,,95.50%,,100.00%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Dominica,AMR,"72,400",0.00,0,0,0,0,0.00342942,0.00436365,0.007793075,0.080209861,0.040834736,0.12,0,,,,22.88%,,39.44%,,54.25%,,65.07%,,,,34.90%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.01%,0.00%,0.00%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Dominican Republic,AMR,"10,281,296",204.79,1286.763055,0,0,0,0.0610828,0.09615686,0.157239662,14.04121983,6.948816757,20.99,0,"217,756",,0.00%,22.88%,,39.44%,33.06%,33.06%,100.00%,100.00%,,,,34.90%,0.04%,1.00%,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,1,0,0,0,1000,MDA1/2,DEC+ALB,,lf only,0.007054848293,,,,,,,,,,,,
Ecuador,AMR,"15,661,547",0.00,0.00,399.92,"1,057.46",1457.380991,102.077254,188.27,290.35,"1,048.86","1,079.76","2,128.62",3.37E-48,,,,22.88%,,39.44%,,54.25%,,65.07%,No PC required,No PC required,,34.90%,0.00%,0.00%,0.00%,22.32%,26.67%,1.90%,1.85%,26.61%,27.07%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Egypt,EMR,"89,807,433",527.44,58360.65071,0.20690121,1.013228346,1.22,481.05,"1,195.18","1,676.23",171.04,236.2579179,407.29,0,"550,172","510,605",92.81%,92.81%,100.00%,100.00%,,92.16%,,52.10%,,,,31.22%,0.01%,6.00%,2.08%,0.18%,0.26%,1.28%,1.89%,1.89%,2.73%,0.00%,,35.74%,79.35%,79.35%,,37.15%,,88.20%,,39.33%,,50.18%,,59.76%,90.67%,90.67%,,50.13%,,95.50%,,100.00%,,100.00%,,78.08%,1,1,1,0,1110,MDA1+T2,IVM+ALB,PZQ,lf+onch+schist ,,0.02775804163,436221.135,,,,,,,,,0,
El Salvador,AMR,"6,250,777",0.00,0,7.829399973,0.129499093,7.96,131.73,41.8341183,173.5682432,27.42581962,11.00925875,38.44,0,,,,22.88%,,39.44%,,54.25%,31.56%,31.56%,,,,34.90%,0.00%,0.00%,0.00%,0.00%,2.05%,0.00%,1.11%,0.00%,0.00%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Equatorial Guinea,AFR,"1,083,746","1,173.89",579.2278851,20.96612681,108.8710203,129.8371471,40.6299905,127.417038,168.0470283,131.6277698,251.662201,383.29,1472.145416,"420,000",,0.00%,25.90%,,25.20%,,81.15%,,56.68%,"85,805.00","11,840.00",13.80%,13.80%,3.48%,10.00%,1.88%,0.00%,34.61%,0.00%,17.17%,0.00%,0.00%,3.46%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,56.76%,,47.18%,,80.18%,,70.92%,,90.67%,,93.59%,,100.00%,,83.90%,1,1,1,0,1110,MDA1+T2,IVM+ALB,PZQ,lf+onch+schist ,,3.370465534,160.024,,,,,,,,,0.222313952,
Eritrea,AFR,,181.87,4191.410679,7.287115811,29.57170186,36.85881767,35.6944534,75.8239797,111.5184331,500.9951335,77.08207029,578.08,0,"3,577,000",,0.00%,25.90%,,25.20%,,81.15%,,56.68%,,,,65.53%,0.09%,4.00%,0.73%,8.32%,13.18%,1.42%,2.29%,3.55%,5.61%,0.00%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,56.76%,,47.18%,,80.18%,,70.92%,,90.67%,,93.59%,,100.00%,,83.90%,1,1,1,0,1110,MDA1+T2,IVM+ALB,PZQ,lf+onch+schist ,,0.01350475842,1157.97,,,,,,,,,0,
Estonia,EUR,"1,317,997",0.00,0,0,0,0,0,0,0,0.007981737,0.004042072,0.01,0,,,,52.62%,,34.68%,,100.00%,,100.00%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,35.74%,,51.37%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,78.96%,,50.13%,,92.16%,,92.96%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Ethiopia,AFR,"94,887,724","1,138.88","213,435.89",881.29,"3,977.45","4,858.74","3,448.79","11,300.23","14,749.02","14,058.69","6,460.39","20,519.08",28397.40578,"30,000,000","1,422,298",4.74%,4.74%,4.52%,4.52%,61.45%,61.45%,1.78%,1.78%,"11,858,617.00","7,165,807.00",60.43%,60.43%,0.03%,24.00%,10.48%,13.31%,20.78%,7.03%,11.28%,12.39%,19.12%,0.42%,,31.23%,,40.00%,,29.43%,,97%,17.10%,17.10%,53.50%,53.50%,,47.18%,,80.18%,,70.92%,88.20%,88.20%,95.26%,95.26%,,100.00%,81.00%,81.00%,1,1,1,0,1110,MDA1+T2,IVM+ALB,PZQ,lf+onch+schist ,,0.004834814382,9786.984,,,,,,,,,3.811464994,
Fiji,WPR,"879,715",281.83,0,1.64272028,18.89,20.53505575,41.9278877,204.94,246.8653997,36.28418908,82.04551906,118.33,0,"55,548","42,550",76.60%,76.60%,,62.60%,6.38%,6.38%,4.90%,4.90%,,,,62.96%,0.51%,0.00%,0.00%,3.01%,5.40%,18.31%,27.40%,21.19%,31.46%,0.00%,,38.00%,,65.70%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,68.82%,,46.05%,,96.93%,,93.05%,,100.00%,,78.08%,1,0,0,1,1001,MDA1/2,DEC+ALB,,lf+sth,1.456226462,,,0.01932117363,,,2.312158436,,1.793785544,,,,
Finland,EUR,"5,438,972",0.00,0,0,0,0,0,0,0,0,0,0.00,0,,,,52.62%,,34.68%,,100.00%,,100.00%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,35.74%,,51.37%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,78.96%,,50.13%,,92.16%,,92.96%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
France,EUR,"65,998,570",0.00,0,0,0,0,0,0,0,0,0,0.00,0,,,,52.62%,,34.68%,,100.00%,,100.00%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,35.74%,,51.37%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,78.96%,,50.13%,,92.16%,,92.96%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
French Polynesia,WPR,"273,528",0.00,0,,,0,0,0,0,,,0.00,0,"258,115","218,015",84.46%,84.46%,,62.60%,,38.08%,,39.71%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0.00%,0.00%,0.00%,26.00%,26.00%,,65.70%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,68.82%,,46.05%,,96.93%,,93.05%,,100.00%,,78.08%,1,0,0,0,1000,MDA1/2,DEC+ALB,,lf only,0,,,,,,,,,,,,
Gabon,AFR,"1,817,271","1,323.60",3151.396159,59.54730718,257.8533807,317.4006879,100.10398,277.692729,377.796709,277.6127616,363.977715,641.59,0,"1,290,600",,0.00%,25.90%,,25.20%,,81.15%,,56.68%,"82,764.00",No data,,65.53%,0.84%,20.00%,1.88%,24.03%,37.30%,10.80%,17.30%,26.51%,41.20%,0.00%,,31.23%,,40.00%,,29.43%,,85.9%,63.33%,63.33%,,56.76%,,47.18%,79.67%,79.67%,,70.92%,89.33%,89.33%,,93.59%,,100.00%,,83.90%,1,1,1,1,1111,MDA1+T2,IVM+ALB,PZQ,lf+onch+schist+sth,,0.9173166746,870.643,68.99838042,,43.98416961,59.32508636,,347.7528296,,512.9649256,0,
Gambia,AFR,"1,859,324","2,217.08",5809.869909,0.039043316,0.158628563,0.197671879,0,0,109.8489063,116.5562485,14.87149915,131.43,0,"1,200,000",,0.00%,25.90%,,25.20%,100.00%,100.00%,,56.68%,,,,65.53%,1.54%,37.00%,8.79%,0.00%,3.19%,0.00%,4.91%,0.00%,0.00%,0.00%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,56.76%,,47.18%,,80.18%,,70.92%,,90.67%,,93.59%,,100.00%,,83.90%,1,1,1,0,1110,MDA1+T2,IVM+ALB,PZQ,lf+onch+schist ,,2.816990151,1605.105,,,,,,,,,0,
Georgia,EUR,"3,776,000",0.00,0,0,0,0,0.01995454,0.01501091,0,0,0,0.00,0,,,,52.62%,,34.68%,,100.00%,,100.00%,,,,62.96%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%,0.00%,0.41%,0.62%,0.00%,,35.74%,,51.37%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,78.96%,,50.13%,,92.16%,,92.96%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Germany,EUR,"80,645,605",0.00,0,0,0,0,0,0,0,0,0,0.00,0,,,,52.62%,,34.68%,,100.00%,,100.00%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,35.74%,,51.37%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,78.96%,,50.13%,,92.16%,,92.96%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Ghana,AFR,"26,346,251","8,634.38",40730.07032,0.603824057,2.526066388,3.13,369.87,915.52,"1,285.39","2,070.97",338.6362871,"2,409.60",1.32E-46,"10,237,354","7,859,416",76.77%,76.77%,,25.20%,,81.15%,100.00%,100.00%,"4,450,048.00","3,495,861.00",78.56%,78.56%,0.56%,14.00%,4.31%,2.04%,3.18%,3.07%,5.07%,3.04%,4.80%,0.00%,,31.23%,,40.00%,39.46%,39.46%,,85.9%,,38.16%,,56.76%,,47.18%,,80.18%,,70.92%,,90.67%,,93.59%,,100.00%,85.58%,85.58%,1,1,1,0,1110,MDA1+T2,IVM+ALB,PZQ,lf+onch+schist ,,21.01597011,11252.58,,,,,,,,,0,
Greece,EUR,"10,965,211",0.00,0,0,0,0,0,0,0,0,0,0.00,0,,,,52.62%,,34.68%,,100.00%,,100.00%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,35.74%,,51.37%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,78.96%,,50.13%,,92.16%,,92.96%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Greenland,EUR,"56,483",0.00,0,0,0,0,0,0,0,0,0,0.00,0,,,,52.62%,,34.68%,,100.00%,,100.00%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,35.74%,,51.37%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,78.96%,,50.13%,,92.16%,,92.96%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Grenada,AMR,"105,909",0.00,0,0.002762112,0.017047974,0.019810086,3.48382934,11.0207681,14.50459739,0.496344178,0.699996471,1.20,0,,,,22.88%,,39.44%,,54.25%,,65.07%,,,,34.90%,0.00%,0.00%,0.00%,0.00%,4.36%,0.00%,15.82%,0.00%,0.00%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Guam,WPR,"160,375",0.00,0,0,0,0,0.00888735,0.00883031,0.017717654,0.568885469,0.263304333,0.83,0,,,,40.36%,,62.60%,,38.08%,,39.71%,,,,62.96%,0.00%,0.00%,0.00%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.00%,,38.00%,,65.70%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,68.82%,,46.05%,,96.93%,,93.05%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Guatemala,AMR,"15,596,214",0.00,0,508.3934295,530.8925911,1039.286021,1698.22093,3160.31585,4858.53678,1340.417192,370.5816184,"1,711.00",1.65E-46,,,,22.88%,,39.44%,9.03%,9.03%,6.12%,6.12%,No PC required,No PC required,,34.90%,0.00%,0.00%,0.00%,0.00%,20.38%,0.00%,17.59%,0.00%,0.00%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,37.34%,37.34%,0,1,0,0,0100,MDA3,IVM,,onch only,,,,,,,,,,,,0,
Guinea,AFR,"11,536,615","12,507.32",33682.11963,21.79388634,90.89912535,112.69,"1,194.99","3,181.41","4,376.40","9,395.21",1278.641946,"10,673.86",0,"6,067,135",,0.00%,25.90%,,25.20%,,81.15%,100.00%,100.00%,"3,275,821.00","2,261,919.00",69.05%,69.05%,1.60%,30.00%,8.69%,7.28%,11.38%,14.11%,22.37%,6.28%,9.91%,0.00%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,56.76%,,47.18%,,80.18%,,70.92%,,90.67%,,93.59%,,100.00%,,83.90%,1,1,1,0,1110,MDA1+T2,IVM+ALB,PZQ,lf+onch+schist ,,16.51077608,9305.429,,,,,,,,,0,
Guinea-Bissau,AFR,"1,681,495","3,439.97",4281.102328,0.23475795,0.997347112,1.232105063,73.8209588,193.119074,266.9400325,871.0681195,95.84066012,966.91,0,"1,668,680","264,358",15.84%,15.84%,,25.20%,100.00%,100.00%,19.51%,19.51%,"188,404.00","107,278.00",56.94%,56.94%,4.38%,25.00%,2.16%,2.70%,4.26%,6.74%,10.74%,1.77%,2.78%,0.00%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,56.76%,,47.18%,,80.18%,,70.92%,,90.67%,,93.59%,,100.00%,,83.90%,1,0,1,0,1010,MDA1/2+T2,DEC +ALB,PZQ,lf+schist ,,,1182.749,,,,,,,,,,
Guyana,AMR,"758,081","1,514.15",0,0.454063708,3.171781124,3.625844832,4.27478634,16.1758187,20.45060509,11.14970914,17.59867794,28.75,0,"509,980",,0.00%,22.88%,,39.44%,,54.25%,,65.07%,,,,34.90%,4.53%,0.00%,0.00%,7.13%,10.94%,2.38%,3.49%,9.92%,15.11%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,1,0,0,0,1000,MDA1/2,DEC+ALB,,lf only,5.907259436,,,,,,,,,,,,
Haiti,AMR,"10,431,776","28,274.51",0,1.581983646,6.928415782,8.510399428,48.7983659,115.078439,163.8768051,684.8760689,177.0226003,861.90,0,"11,008,822","7,047,600",64.02%,64.02%,,39.44%,72.34%,72.34%,71.81%,71.81%,,,,34.90%,6.12%,0.00%,0.00%,0.00%,2.76%,0.00%,1.67%,3.40%,0.00%,0.00%,9.20%,9.20%,11.40%,11.40%,75.75%,75.75%,,92.0%,45.60%,45.60%,,60.00%,79.60%,79.60%,92.00%,92.00%,,17.20%,97.64%,97.64%,,76.90%,100.00%,100.00%,,37.34%,1,0,0,0,1000,MDA1/2,DEC+ALB,,lf only,136.2268653,,,,,,,,,,,,
Honduras,AMR,"8,657,785",0.00,0.00,162.90,696.90,859.8021191,66.8141946,171.938156,238.75,396.85,442.3840163,839.23,0,,,,22.88%,,39.44%,17.93%,17.93%,49.51%,49.51%,,,,34.90%,0.00%,0.00%,0.00%,0.00%,27.51%,0.00%,3.40%,0.00%,0.00%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Hungary,EUR,"9,893,082",0.00,0,0,0,0,0,0,0,0,0,0.00,0,,,,52.62%,,34.68%,,100.00%,,100.00%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,35.74%,,51.37%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,78.96%,,50.13%,,92.16%,,92.96%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Iceland,EUR,"323,764",0.00,0,0,0,0,0,0,0,0,0,0.00,0,,,,52.62%,,34.68%,,100.00%,,100.00%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,35.74%,,51.37%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,78.96%,,50.13%,,92.16%,,92.96%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
India,SEA,"1,278,562,207","293,414.46",0,1669.872099,8088.261287,9758.133386,22629.168,74799.7486,97428.91665,45697.45419,61235.35908,"106,932.81",0,"489,133,952","252,970,887",51.72%,51.72%,55.81%,55.81%,24.97%,24.97%,33.31%,33.31%,,,,62.96%,0.91%,0.00%,0.00%,3.20%,5.51%,4.42%,7.32%,10.06%,16.01%,0.00%,37.30%,37.30%,44.63%,44.63%,14.00%,14.00%,,94.9%,,47.57%,,37.87%,,59.76%,,78.57%,,37.22%,66.00%,66.00%,,100.00%,,100.00%,,78.08%,1,1,0,0,1100,MDA1,IVM+ALB,,lf+onch,,208.4181078,,,,,,,,,,0,
Indonesia,SEA,"252,032,263","189,507.29",474.92,259.54,"1,281.01","1,540.55","2,733.12","8,818.26","11,551.38","12,357.84","11,603.02","23,960.85",0,"99,704,027","24,425,649",24.50%,24.50%,,73.67%,9.73%,9.73%,7.61%,7.61%,,,,62.96%,2.04%,0.00%,0.00%,0.00%,8.49%,0.00%,6.14%,0.00%,0.00%,0.00%,,47.82%,72.00%,72.00%,,14.00%,,94.9%,,47.57%,,37.87%,,59.76%,,78.57%,,37.22%,,83.00%,,100.00%,,100.00%,,78.08%,1,0,1,0,1010,MDA1/2+T2,DEC +ALB,PZQ,lf+schist ,,,1103.56,,,,,,,,,,
Iran,EMR,"77,435,384",0.00,263.8388573,0.00024492,0.001236475,0.001481395,66.4271757,54.0111514,120.4383271,77.54209957,52.69273919,130.23,0,,,,47.14%,,59.49%,,92.16%,,52.10%,,,,31.22%,0.00%,0.00%,0.00%,0.13%,0.18%,0.14%,0.19%,1.02%,1.39%,0.00%,,35.74%,,79.35%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,93.08%,,50.13%,,95.50%,,100.00%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Iraq,EMR,"33,883,145",0.00,5287.524591,0.00350438,0.011682598,0.015186979,0.55185905,0.84422503,1.40,50.71,18.71919175,69.43,0,,,,47.14%,,59.49%,,92.16%,,52.10%,,,,31.22%,0.00%,2.00%,0.25%,0.02%,0.04%,0.00%,0.00%,0.04%,0.06%,0.00%,,35.74%,,79.35%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,95.50%,95.50%,,50.13%,95.50%,95.50%,,100.00%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
