Country,WHO Region,Population,LF DALYs,SCHIST DALYs,Whipworm DALYs,Unnamed: 6,Unnamed: 7,Hookworm DALYs,Unnamed: 9,Unnamed: 10,Roundworm DALYs,Unnamed: 12,Unnamed: 13,ONCH DALYs,LF Treatment Coverage,Unnamed: 16,Unnamed: 17,Unnamed: 18,SCHIST Treatment Coverage,Unnamed: 20,STH,Unnamed: 22,Unnamed: 23,Unnamed: 24,ONCH Treatment Coverage,Unnamed: 26,Unnamed: 27,Unnamed: 28,Prevalence (%),Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,LF Efficacy,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Schist Efficacy,Unnamed: 46,Whipworm Efficacy,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Hookworm Efficacy,Unnamed: 54,Unnamed: 55,Unnamed: 56,Roundworm Efficacy,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,ONCH Efficacy,Unnamed: 64,Treatment Guidelines,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Impact of  LF,Unnamed: 75,Impact of Schist,Impact of Whipworm,Unnamed: 78,Unnamed: 79,Impact of Hookworm,Unnamed: 81,Impact of Roundworm,Unnamed: 83,Unnamed: 84,Impact of Onch,Unnamed: 86
,,,Total,Total,Under 5 Years,5-14 Years,Total,Under 5 Years,5-14 Years,Total,Under 5 Years,5-14 Years,Total,Total,Prevalence,Number Treated,LF Treatment Coverage,Estimated LF Treatment Coverage,SCHIST Treatment Coverage,Estimated Schist Treatment Coverage,STH Pre-SAC Treatment Coverage,Estimated STH Pre-SAC Treatment Coverage,STH SAC Treatment Coverage,Estimated STH SAC Treatment Coverage,Number of People Needing Treatment for ONCH,Number of People Treated for ONCH,ONCH Treatment Coverage,Estimated ONCH Treatment Coverage,LF,SCHIST All Ages,SCHIST SAC,Whipworm,Whipworm,Hookworm,Hookworm,Roundworm,Roundworm,ONCH,,,,,,,PZQ,,Alb,,Mbd,,Ivm+Alb,,Alb,,Mbd,,Alb,,Mbd,,Ivm+Alb,,Ivermectin,Ivermectin,LF,ONCH,SCHIST,STH Level,Coding,MDA type,Treatment Part 1,Treatment Part 2,Diseases targeted by the MDA,DEC+ALB,IVM+ALB,PZQ,ALB,MBD,IVM+ALB,ALB,MBD,ALB,MBD,IVM+ALB,IVM,
,,,,,,,,,,,,,,,,,Global Average,52.62%,Global Average,42.35%,Global Average,65.08%,Global Average,55.99%,,,100.00%,62.96%,,,5-14 years,1.92%,6.20%,1.43%,5.48%,2.52%,3.94%,,Single Dose of DEC (6mg/kg),Estimated Efficacy,Single dose of DEC (6mg/kg) + ALB(400mg),Estimated Efficacy,Combination of ALB (400mg) +IVM (400ug/kg),Estimated Efficacy,Original,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,1 if endemic,1 if endemic,1 if endemic,"2 if high, 1 if low",,,,,,961.48,920.51,0.00,"2,753.48","1,220.43",723.60,"9,280.15","1,343.28","18,701.03",10.56,"5,000.95","1,979.86",
Niger,AFR,"18,426,372","9,881.31",14345.74757,0.000520363,0.003044426,0.003564789,139.455022,338.92,478.37,"3,346.91",363.58,"3,710.49",0,"12,604,890","8,189,778",64.97%,64.97%,5.91%,5.91%,,81.15%,58.69%,58.69%,No PC required,No PC required,,65.53%,1.02%,6.00%,2.31%,0.00%,0.43%,0.00%,2.23%,0.00%,0.00%,0.00%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,56.76%,,47.18%,,80.18%,,70.92%,,90.67%,,93.59%,,100.00%,,83.90%,1,1,1,0,1110,MDA1+T2,IVM+ALB,PZQ,lf+onch+schist ,,23.83022107,767.24,,,,,,,,,0,
Nigeria,AFR,"171,829,303","257,452.30",338691.2258,98.86614716,386.5318292,485.40,"5,477.26","14,895.45","20,372.71","113,919.20","38,306.51","152,225.71",183163.9363,"114,286,356","22,538,959",19.72%,19.72%,,25.20%,36.63%,36.63%,17.62%,17.62%,"50,124,539.00","28,661,160.00",57.18%,57.18%,3.66%,22.00%,9.85%,0.00%,5.84%,0.00%,8.77%,0.00%,0.00%,1.47%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,100.00%,100.00%,,47.18%,51.00%,51.00%,90.48%,90.48%,,90.67%,100.00%,100.00%,,100.00%,,83.90%,1,0,1,0,1010,MDA1/2+T2,DEC +ALB,PZQ,lf+schist ,,,93570.923,,,,,,,,,,
Niue,WPR,,0.00,0,,,0,0,0,0,,,0.00,0,,,,40.36%,,62.60%,,38.08%,,39.71%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0.00%,0.00%,0.00%,,38.00%,,65.70%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,68.82%,,46.05%,,96.93%,,93.05%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Northern Mariana Islands,WPR,"54,036",0.00,0,0,0,0,0.01003162,0.00770496,0.017736587,0,0,0.00,0,,,,40.36%,,62.60%,,38.08%,,39.71%,,,,62.96%,0.00%,0.00%,0.00%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.00%,,38.00%,,65.70%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,68.82%,,46.05%,,96.93%,,93.05%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Norway,EUR,"5,079,623",0.00,0,0,0,0,0,0,0,0,0,0.00,0,,,,52.62%,,34.68%,,100.00%,,100.00%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,35.74%,,51.37%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,78.96%,,50.13%,,92.16%,,92.96%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Oman,EMR,"3,711,481",0.00,98.30628945,2.22E-05,0.000111018,0.000133267,0.02420758,0.0142161,0.03842368,0.880276674,0.241856521,1.12,0,,,,47.14%,,59.49%,,92.16%,,52.10%,,,,31.22%,0.00%,0.00%,0.03%,0.00%,0.56%,0.00%,0.00%,0.00%,0.00%,0.00%,,35.74%,,79.35%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,93.08%,,50.13%,,95.50%,,100.00%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Pakistan,EMR,"181,712,595",0.00,0,5.951447876,22.91554167,28.87,483.30,949.153081,1432.455782,5931.238327,11570.95299,"17,502.19",0,,,,47.14%,,59.49%,92.16%,92.16%,,52.10%,,,,31.22%,0.00%,0.00%,0.00%,0.46%,0.69%,0.39%,0.60%,6.05%,9.05%,0.00%,,35.74%,,79.35%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,93.08%,,50.13%,,95.50%,100.00%,100.00%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Palau,WPR,"20,920",0.00,0,,,0,0,0,0,,,0.00,0,,,,40.36%,,62.60%,,38.08%,,39.71%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0.00%,0.00%,0.00%,,38.00%,,65.70%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,68.82%,,46.05%,,96.93%,,93.05%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Panama,AMR,"3,838,462",0.00,0,0,0,0,0.01508363,0.01953974,0.034623373,60.7881305,43.25094637,104.04,0,,,,22.88%,,39.44%,,54.25%,88.15%,88.15%,,,,34.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Papua New Guinea,WPR,"7,592,865","17,202.19",0,0,0,0,2296.36082,6636.7208,8933.081621,3354.142837,1410.790303,"4,764.93",0,"5,602,188",,0.00%,40.36%,,62.60%,,38.08%,,39.71%,,,,62.96%,7.41%,0.00%,0.00%,0.00%,0.00%,0.00%,57.78%,0.00%,0.00%,0.00%,50.00%,50.00%,65.70%,65.70%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,68.82%,36.67%,36.67%,,96.93%,,93.05%,,100.00%,,78.08%,1,0,0,0,1000,MDA1/2,DEC+ALB,,lf only,460.0298484,,,,,,,,,,,,
Paraguay,AMR,"6,465,740",0.00,0,0.854709304,4.635882723,5.49,79.81,254.06,333.8661933,78.69205616,89.50124426,168.19,0,,,,22.88%,,39.44%,,54.25%,100.00%,100.00%,,,,34.90%,0.00%,0.00%,0.00%,0.00%,6.09%,0.00%,6.23%,0.00%,0.00%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Peru,AMR,"30,565,716",0.00,0.00,252.89,646.44,899.3307719,55.6155399,96.03,151.64,531.64,463.69,995.33,0,,,,22.88%,36.49%,36.49%,,54.25%,,65.07%,,,,34.90%,0.00%,0.00%,0.00%,11.53%,13.90%,0.93%,0.90%,10.67%,11.09%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,99.60%,99.60%,,76.90%,,100.00%,,37.34%,0,1,0,0,0100,MDA3,IVM,,onch only,,,,,,,,,,,,0,
Philippines,WPR,"98,481,032","36,379.95","53,412.41","1,138.31",4216.691863,"5,355.00","4,546.43","12,815.84",17362.26474,5970.562882,10202.64885,"16,173.21",0,"19,541,323","15,530,143",79.47%,79.47%,,62.60%,18.47%,18.47%,13.44%,13.44%,,,,62.96%,0.60%,7.00%,1.41%,12.25%,13.98%,0.00%,15.21%,18.31%,28.41%,0.00%,,38.00%,,65.70%,,37.15%,,90.10%,31.50%,31.50%,,41.55%,65.10%,65.10%,83.90%,83.90%,,46.05%,,96.93%,,93.05%,,100.00%,,78.08%,1,0,1,0,1010,MDA1/2+T2,DEC +ALB,PZQ,lf+schist ,,,69100.423,,,,,,,,,,
Poland,EUR,"38,040,196",0.00,0,0,0,0,0,0,0,0.406890601,0.214925841,0.62,0,,,,52.62%,,34.68%,,100.00%,,100.00%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,35.74%,,51.37%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,78.96%,,50.13%,,92.16%,,92.96%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Portugal,EUR,"10,457,295",0.00,25.27111428,0,0,0,0,0,0,0,0,0.00,0,,,,52.62%,,34.68%,,100.00%,,100.00%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,35.74%,,51.37%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,78.96%,,50.13%,,92.16%,,92.96%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Puerto Rico,AMR,"3,593,077",0.00,130.9259218,0,0,0,0,0,0,0,0,0.00,0,,,,22.88%,,39.44%,,54.25%,,65.07%,,,,34.90%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Qatar,EMR,"2,250,473",0.00,0,0,0,0,0.00601134,0.00424709,0.010258434,0,0,0.00,0,,,,47.14%,,59.49%,,92.16%,,52.10%,,,,31.22%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,35.74%,,79.35%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,93.08%,,50.13%,,95.50%,,100.00%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Republic of Korea,WPR,"50,428,893",0.00,0,0,6.25E-05,6.25E-05,0,0,0.453168081,0,0,0.00,0,,,,40.36%,,62.60%,,38.08%,,39.71%,,,,62.96%,0.24%,0.00%,0.00%,0.00%,0.37%,0.00%,0.00%,0.00%,0.00%,0.00%,,38.00%,,65.70%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,68.82%,,46.05%,,96.93%,,93.05%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Republic of Moldova,EUR,"3,558,566",0.00,0,0,0,0,0,0,0,0.177717648,0.105509535,0.28,0,,,,52.62%,,34.68%,,100.00%,,100.00%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,35.74%,,51.37%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,78.96%,,50.13%,,92.16%,,92.96%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Romania,EUR,"19,983,693",0.00,0,0,0,0,0,0,0,1.179842496,0.576997375,1.76,0,,,,52.62%,,34.68%,,100.00%,,100.00%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,35.74%,,51.37%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,78.96%,,50.13%,,92.16%,,92.96%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Russia,EUR,"143,506,911",0.00,47.65770199,,,0,0,0,0,0,0,0.00,0,,,,52.62%,24.74%,24.74%,,100.00%,,100.00%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0.00%,0.00%,0.00%,,35.74%,,51.37%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,78.96%,,50.13%,,92.16%,,92.96%,,100.00%,,78.08%,0,1,0,0,0100,MDA3,IVM,,onch only,,,,,,,,,,,,0,
Rwanda,AFR,"11,065,151",0.00,10221.14595,133.269295,549.4069923,682.6762873,1150.99331,3159.73719,4310.730507,2382.43478,1941.377078,"4,323.81",0,,,,25.90%,,25.20%,89.34%,89.34%,91.81%,91.81%,No PC required,No PC required,,65.53%,0.00%,8.00%,2.40%,0.00%,19.57%,0.00%,25.82%,0.00%,0.00%,0.00%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,56.76%,,47.18%,,80.18%,,70.92%,,90.67%,,93.59%,,100.00%,,83.90%,0,0,1,0,0010,T2,PZQ,PZQ,schist only,,,2823.817,,,,,,,,,,
Saint Kitts and Nevis,AMR,"53,169",0.00,0,,,0,0,0,0,,,0.00,0,,,,22.88%,,39.44%,,54.25%,,65.07%,,,,34.90%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0.00%,0.00%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Saint Lucia,AMR,"175,660",0.00,28.86560843,0.179324661,1.320478897,1.499803558,3.13735535,14.4621703,17.59952567,1.105512596,4.08450579,5.19,0,,,,22.88%,,39.44%,,54.25%,,65.07%,,,,34.90%,0.00%,2.00%,0.04%,0.00%,13.98%,0.00%,13.11%,0.00%,0.00%,0.00%,,25.90%,,34.65%,,75.75%,,100%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Saint Vincent and the Grenadines,AMR,"109,320",0.00,0,0.002323044,0.014645817,0.016968861,3.02071582,9.65827779,12.67899361,0.48570712,0.735208732,1.22,0,,,,22.88%,,39.44%,,54.25%,,65.07%,,,,34.90%,0.00%,0.00%,0.00%,0.00%,4.58%,0.00%,13.85%,0.00%,0.00%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Samoa,WPR,"190,757",98.19,0,0.000402008,0.002243241,0.002645249,0.98276723,2.36678897,3.349556192,1.201034663,0.356163836,1.56,0,"186,649",,0.00%,40.36%,,62.60%,,38.08%,,39.71%,,,,62.96%,0.84%,0.00%,0.00%,0.00%,2.01%,0.00%,1.94%,0.00%,0.00%,0.00%,,38.00%,,65.70%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,68.82%,,46.05%,,96.93%,,93.05%,,100.00%,,78.08%,1,0,0,0,1000,MDA1/2,DEC+ALB,,lf only,0.2976669442,,,,,,,,,,,,
San Marino,EUR,"32,303",0.00,0,,,0,0,0,0,,,0.00,0,,,,52.62%,,34.68%,,100.00%,,100.00%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0.00%,0.00%,0.00%,,35.74%,,51.37%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,78.96%,,50.13%,,92.16%,,92.96%,,100.00%,,78.08%,0,1,0,0,0100,MDA3,IVM,,onch only,,,,,,,,,,,,0,
Sao Tome and Principe,AFR,"187,045",463.62,177.750716,6.520686052,22.87257735,29.3932634,10.888692,27.897678,38.78637006,29.01715221,39.74184143,68.76,0,"410,000",,0.00%,25.90%,,25.20%,,81.15%,,56.68%,,,,65.53%,5.21%,13.00%,4.38%,0.00%,32.62%,0.00%,15.45%,0.00%,0.00%,0.00%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,56.76%,,47.18%,,80.18%,,70.92%,,90.67%,,93.59%,,100.00%,,83.90%,1,0,1,0,1010,MDA1/2+T2,DEC +ALB,PZQ,lf+schist ,,,49.108,,,,,,,,,,
Saudi Arabia,EMR,"29,944,476",0.00,461.2503367,0.007382846,0.049993668,0.057376514,145.488211,360.32,505.8067754,24.37505508,36.36450516,60.74,0,,,,47.14%,42.34%,42.34%,,92.16%,,52.10%,,,,31.22%,0.00%,0.00%,0.00%,0.00%,0.88%,0.00%,2.34%,0.00%,0.00%,0.00%,,35.74%,,79.35%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,93.08%,,50.13%,,95.50%,,100.00%,,100.00%,,78.08%,0,1,0,0,0100,MDA3,IVM,,onch only,,,,,,,,,,,,0,
Senegal,AFR,"14,120,320","10,424.90",30570.89323,13.79749342,52.82937983,66.62687325,150.499512,370.052282,520.55,961.11,149.4863202,"1,110.60",0,"8,114,652","732,268",9.02%,9.02%,,25.20%,0.07%,0.07%,6.88%,6.88%,"180,485.00","120,438.00",66.73%,66.73%,1.06%,23.00%,7.71%,0.00%,8.31%,0.00%,3.40%,0.00%,0.00%,0.00%,,31.23%,,40.00%,,29.43%,,88%,,38.16%,,56.76%,,47.18%,,80.18%,,70.92%,,90.67%,,93.59%,,100.00%,66.49%,66.49%,1,0,1,0,1010,MDA1/2+T2,DEC +ALB,PZQ,lf+schist ,,,8711.196,,,,,,,,,,
Serbia,EUR,"7,164,132",0.00,0,0,0,0,0,0,0,0.420605993,0.212510728,0.63,0,,,,52.62%,,34.68%,,100.00%,,100.00%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,35.74%,,51.37%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,78.96%,,50.13%,,92.16%,,92.96%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Seychelles,AFR,"89,949",0.00,0,3.961559291,15.21452061,19.1760799,4.44326307,10.619824,15.06308707,1.388762026,2.474330626,3.86,0,,,,25.90%,93.20%,93.20%,,81.15%,,56.68%,,,,65.53%,0.00%,0.00%,0.00%,0.00%,44.41%,0.00%,17.39%,0.00%,0.00%,0.00%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,56.76%,,47.18%,,80.18%,,70.92%,,90.67%,,93.59%,,100.00%,,83.90%,0,1,0,1,0101,MDA1,IVM+ALB,,onch+sth,,,,1.865011924,,2.466150365,1.538268502,,0,,0,0,
Sierra Leone,AFR,"6,922,079","6,177.43",3492.930857,42.17482708,179.0019871,221.1768142,454.592686,"1,275.58",1730.173825,5093.563798,"1,001.97","6,095.53",19560.98503,"6,820,160","5,494,161",80.56%,80.56%,,25.20%,100.00%,100.00%,100.00%,100.00%,"3,175,897.00","3,419,081.00",100.00%,100.00%,1.60%,1.00%,0.42%,0.00%,17.21%,0.00%,17.03%,0.00%,0.00%,4.15%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,56.76%,,47.18%,,80.18%,,70.92%,,90.67%,,93.59%,,100.00%,75.35%,75.35%,1,0,1,0,1010,MDA1/2+T2,DEC +ALB,PZQ,lf+schist ,,,964.999,,,,,,,,,,
Singapore,WPR,"5,399,162",0.00,0,0,0,0,0,0,0,0,0,0.00,0,,,,40.36%,,62.60%,,38.08%,,39.71%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,38.00%,,65.70%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,68.82%,,46.05%,,96.93%,,93.05%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Sint Maarten (Dutch part),AMR,"36,607",0.00,0,,,0,0,0,0,,,0.00,0,,,,22.88%,,39.44%,,54.25%,,65.07%,,,,34.90%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0.00%,0.00%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Slovakia,EUR,"5,413,393",0.00,0,0,0,0,0,0,0,0.165853531,0.07357569,0.24,0,,,,52.62%,,34.68%,,100.00%,,100.00%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,35.74%,,51.37%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,78.96%,,50.13%,,92.16%,,92.96%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Slovenia,EUR,"2,059,953",0.00,0,0,0,0,0,0,0,0,0,0.00,0,,,,52.62%,,34.68%,,100.00%,,100.00%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,35.74%,,51.37%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,78.96%,,50.13%,,92.16%,,92.96%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Solomon Islands,WPR,"563,513",0.00,0,8.960566298,36.7050029,45.6655692,81.982382,226.747433,308.7298155,22.36250662,10.28996218,32.65,0,,,,40.36%,,62.60%,,38.08%,,39.71%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,26.25%,0.00%,30.61%,0.00%,0.00%,0.00%,,38.00%,,65.70%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,68.82%,,46.05%,,96.93%,,93.05%,,100.00%,,78.08%,0,1,0,0,0100,MDA3,IVM,,onch only,,,,,,,,,,,,0,
Somalia,EMR,"13,132,349",0.00,17927.67558,203.0435,"1,169.12","1,372.17",784.99,"3,161.60","3,946.59","2,114.42",437.4963469,"2,551.92",0,,,,47.14%,,59.49%,,92.16%,,52.10%,,,,31.22%,0.00%,15.00%,4.32%,18.50%,28.91%,12.53%,20.19%,4.96%,7.92%,0.00%,,35.74%,,79.35%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,93.08%,,50.13%,,95.50%,,100.00%,,100.00%,,78.08%,0,1,1,0,0110,MDA3+T2,IVM,PZQ,onch+schist,,,20959.254,,,,,,,,,0,
South Africa,AFR,"53,311,956",0.00,"45,177.87","1,147.56","5,975.25","7,122.81","2,749.54","8,082.80","10,832.34",597.35,"1,372.67","1,970.02",0,,,,25.90%,,25.20%,,81.15%,,56.68%,,,,65.53%,0.00%,10.00%,2.75%,0.00%,41.39%,0.00%,21.78%,0.00%,0.00%,0.00%,,31.23%,,40.00%,,29.43%,,95.30%,48.53%,48.53%,,56.76%,,47.18%,,80.18%,,70.92%,,90.67%,,93.59%,,100.00%,,83.90%,0,0,1,1,0011,T1,ALB+PZQ or MBD+PZQ,,schist+sth,,,14278.9,938.5589572,1173.062884,,1466.682464,1183.565181,0,0,,,
South Sudan,AFR,"11,177,490","2,652.67",18119.39001,1.219171578,3.464194854,4.68,562.31,989.78,"1,552.10","6,631.14",557.6579566,"7,188.79",83529.06289,"1,659,558",,0.00%,25.90%,,25.20%,,81.15%,,56.68%,,,,65.53%,0.26%,15.00%,5.33%,2.05%,3.28%,5.66%,9.08%,1.05%,1.66%,11.98%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,56.76%,,47.18%,,80.18%,,70.92%,,90.67%,,93.59%,,100.00%,,83.90%,1,0,1,0,1010,MDA1/2+T2,DEC +ALB,PZQ,lf+schist ,,,5005.881,,,,,,,,,,
Spain,EUR,"46,620,045",0.00,0,0,0,0,0,0,0,0,0,0.00,0,,,,52.62%,24.79%,24.79%,,100.00%,,100.00%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,35.74%,,51.37%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,78.96%,,50.13%,,92.16%,,92.96%,,100.00%,,78.08%,0,1,0,0,0100,MDA3,IVM,,onch only,,,,,,,,,,,,0,
Sri Lanka,SEA,"20,585,000","4,078.55",0,24.25850873,115.9928242,140.25,208.37,618.04,826.407936,113.9517193,205.746261,319.70,0,,,,39.75%,,73.67%,,40.56%,,44.03%,,,,62.96%,0.18%,0.00%,0.00%,5.01%,7.75%,3.64%,5.72%,4.85%,7.33%,0.00%,58.34%,58.34%,,58.32%,,14.00%,,94.9%,,47.57%,,37.87%,,59.76%,88.95%,88.95%,50.27%,50.27%,,83.00%,,100.00%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Sudan,EMR,"36,849,918","2,551.12",19079.6265,1.956517759,11.46822395,13.42474171,832.09603,3133.04642,3965.142452,1079.933159,310.2613641,"1,390.19",0,"19,893,779","292,739",1.47%,1.47%,,59.49%,,92.16%,0.91%,0.91%,"435,419.00","177,015.00",40.65%,40.65%,0.12%,3.00%,0.82%,0.00%,3.28%,0.00%,9.09%,0.00%,0.00%,0.00%,,35.74%,,79.35%,,37.15%,,92.50%,,39.33%,,50.18%,,59.76%,,93.08%,,50.13%,,95.50%,,100.00%,,100.00%,,78.08%,1,1,1,0,1110,MDA1+T2,IVM+ALB,PZQ,lf+onch+schist ,,0.01682874123,23346.177,,,,,,,,,0,
