Country,WHO Region,Population,LF DALYs,SCHIST DALYs,Whipworm DALYs,Unnamed: 6,Unnamed: 7,Hookworm DALYs,Unnamed: 9,Unnamed: 10,Roundworm DALYs,Unnamed: 12,Unnamed: 13,ONCH DALYs,LF Treatment Coverage,Unnamed: 16,Unnamed: 17,Unnamed: 18,SCHIST Treatment Coverage,Unnamed: 20,STH,Unnamed: 22,Unnamed: 23,Unnamed: 24,ONCH Treatment Coverage,Unnamed: 26,Unnamed: 27,Unnamed: 28,Prevalence (%),Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,LF Efficacy,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Schist Efficay,Unnamed: 46,Whipworm Efficacy,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Hookworm Efficacy,Unnamed: 54,Unnamed: 55,Unnamed: 56,Roundworm Efficacy,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,ONCH Efficacy,Unnamed: 64,Treatment Guidelines,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Impact of  LF,Unnamed: 75,Impact of Schist,Impact of Whipworm,Unnamed: 78,Unnamed: 79,Impact of Hookworm,Unnamed: 81,Impact of Roundworm,Unnamed: 83,Unnamed: 84,Impact of Onch
,,,Total DALYs,Total DALYs,Under 5 Years,5-14 Years,Total,Under 5 Years,5-14 Years,Total,Under 5 Years,5-14 Years,Total,Total DALYs,Prevalence,Number Treated,LF Treatment Coverage,Estimated LF Treatment Coverage,SCHIST Treatment Coverage,Estimated Schist Treatment Coverage,STH Pre-SAC Treatment Coverage,Estimated STH Pre-SAC Treatment Coverage,STH SAC Treatment Coverage,Estimated STH SAC Treatment Coverage,Number of People Needing Treatment for ONCH,Number of People Treated for ONCH,ONCH Treatment Coverage,Estimated ONCH Treatment Coverage,LF,SCHIST All Ages,SCHIST SAC,Whipworm,Whipworm,Hookworm,Hookworm,Roundworm,Roundworm,ONCH,*Single Dose of DEC (6mg/kg) (Updated),Estimated Efficacy,*Single dose of DEC (6mg/kg)+ALB(4a00mg) (Updated),Estimated Efficacy,*Combination of ALB(400mg)+IVM(400ug/kg) (Updated),Estimated Efficay,PZQ,,Alb,,Mbd,,Ivm+Alb,,ALB,,Mbd,,Alb,,Mbd,,Ivm+Alb,,IVM,IVM,LF,ONCH,SCHIST,STH Level,Coding,MDA type,Treatment Part 1,Treatment Part 2,Diseases Targeted by the MDA,DEC+ALB,IVM+ALB,PZQ,ALB,MBD,IVM+ALB,ALB,MBD,ALB,MBD,IVM+ALB,IVM
,,,,,,,,,,,,,,,,,38.06%,57.09%,Global Average,47.92%,Global Average,71.16%,Global Average,65.01%,,,Global Average,68.90%,,,5-14 years,1-4 years,5-14 years,1-4 years,5-14 years,1-4 years,5-14years,,,,,,,,Original,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,1 if endemic,1 if endemic,1 if endemic,"2 if high, 1 if low",,,,,,490.78,"4,477.28",0.00,"4,698.13","1,850.99","4,172.44","26,024.23","3,357.95","167,338.19","3,844.00","69,289.96","2,790.64"
Greenland,EUR,56114,0,0,0,0,0,0,0,0,0,0,0,0,,,,57.09%,,47.92%,,2.23%,,59.83%,,,,68.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Grenada,AMR,"106,823",0,0,0.002709284,0.016988019,0.019697303,3.40446732,10.869342,14.2738093,0.497365292,0.722733916,1.220099208,0,,,,35.66%,,47.92%,,68.50%,,75.51%,,,,71.01%,0.00%,0.00%,0.00%,2.78%,4.35%,10.19%,15.78%,6.99%,10.99%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Guam,WPR,"161,797",0,0,0,0,0,0.00977392,0.00722856,0.017002485,0.578901491,0.266217366,0.845118858,0.00E+00,,,,37.84%,,73.97%,,61.41%,,60.18%,,,,68.90%,0.00%,0.00%,0.00%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.00%,,50.00%,,66.20%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,57.69%,,31.45%,,96.93%,,93.05%,,84.80%,,78.08%,0,0,1,0,0010,T2,PZQ,PZQ,schist only,,,0.0,,,,,,,,,
Guatemala,AMR,"16,252,429",0,0,459.39948,487.835811,947.24,"1,580.95","2,641.25","4,222.19","1,144.11",318.2921845,1462.403104,6.78E-78,,,,35.66%,,47.92%,51.65%,51.65%,97.89%,97.89%,pplied for verification,No PC required,,71.01%,0.00%,0.00%,0.00%,0.00%,18.57%,0.00%,16.07%,0.00%,9.73%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,37.34%,37.34%,0,1,1,0,0110,MDA3+T2,IVM,PZQ,onch+schist,,,0.0,,,,,,,,,0
Guinea,AFR,"12,091,533",13042.72,34495.22312,22.88488662,93.66461949,116.5495061,1246.70602,"3,301.87","4,548.57","8,505.84",1234.46581,9740.310186,0,"7,161,619","1,475,362",20.60%,20.60%,,42.20%,100.00%,100.00%,41.01%,41.01%,"8,401,792.00","2,544,455.00",30.28%,30.28%,1.54%,29.00%,8.32%,0.00%,11.39%,0.00%,22.39%,0.00%,9.92%,0.00%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,48.59%,,47.18%,,86.99%,,70.92%,,90.67%,,84.83%,,69.60%,,83.90%,1,1,1,0,1110,MDA1+T2,IVM+ALB,PZQ,lf+onch+schist ,,12.96429318,19614.761,,,,,,,,,0
Guinea-Bissau,AFR,"1,770,526",3516.8,4254.518174,0.203518472,0.867296884,1.070815356,65.1450737,169.334004,234.4790773,719.380173,85.90675684,805.2869299,0,"1,565,479","116,137",7.42%,7.42%,38.50%,38.50%,100.00%,100.00%,9.30%,9.30%,"47,246.00",,0.00%,63.75%,4.16%,24.00%,2.05%,0.00%,3.56%,0.00%,9.07%,0.00%,2.33%,0.00%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,48.59%,,47.18%,,86.99%,,70.92%,,90.67%,,84.83%,,69.60%,,83.90%,1,0,1,0,1010,MDA1/2+T2,IVM+ALB or DEC +ALB,PZQ,lf+schist ,,3.265581112,2102.293,,,,,,,,,
Guyana,AMR,"768,514",1468.05,0,0.434001052,2.867105111,3.301106162,4.29816711,14.3011054,18.59927252,10.53400461,15.35281957,25.88682417,0,"747,901","223,210",29.84%,29.84%,,47.92%,39.59%,39.59%,40.69%,40.69%,,,,71.01%,4.22%,0.00%,0.00%,7.03%,10.80%,2.37%,3.49%,9.91%,15.16%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,1,0,0,0,1000,MDA1/2,IVM+ALB or DEC+ALB,,lf only,7.145512126,18.0969958,,,,,,,,,,
Haiti,AMR,"10,711,061",26164.68,0,1.316937323,5.717226397,7.03416372,43.2681281,99.3059047,142.5740328,513.6655263,141.1982286,654.8637549,0,"9,749,080","5,178,919",53.12%,53.12%,,47.92%,83.24%,83.24%,92.64%,92.64%,,,,71.01%,4.90%,0.00%,0.00%,1.41%,2.27%,0.85%,1.39%,2.62%,4.24%,0.00%,9.20%,9.20%,11.40%,11.40%,75.75%,75.75%,,92.0%,45.60%,45.60%,,60.00%,79.60%,79.60%,92.00%,92.00%,,17.20%,97.64%,97.64%,,76.90%,100.00%,100.00%,,37.34%,1,0,0,0,1000,MDA1/2,IVM+ALB or DEC+ALB,,lf only,82.64611418,863.2948319,,,,,,,,,,
Honduras,AMR,"8,960,829",0,0,159.2108294,661.5270769,820.7379063,66.2430505,171.480557,237.7236077,378.0104794,418.4701293,796.4806088,0,,,,35.66%,,47.92%,71.39%,71.39%,68.30%,68.30%,,,,71.01%,0.00%,0.00%,0.00%,0.00%,26.62%,0.00%,3.22%,0.00%,20.93%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Hungary,EUR,"9,843,028",0,0,0,0,0,0,0,0,0,0,0,0,,,,57.09%,,47.92%,,2.23%,,59.83%,,,,68.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Iceland,EUR,"330,815",0,0,0,0,0,0,0,0,0,0,0,0,,,,57.09%,,47.92%,,2.23%,,59.83%,,,,68.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
India,SEA,"1,309,053,980",236171.44,0,"1,648.54","8,036.48","9,685.03","22,270.50","73,030.07","95,300.57","38,184.46","59,276.54",97460.99221,0,"370,626,634","279,620,770",75.45%,75.45%,,25.82%,67.60%,67.60%,100.00%,100.00%,,,,68.90%,0.74%,0.00%,0.00%,0.00%,5.47%,0.00%,7.22%,0.00%,15.87%,0.00%,37.30%,37.30%,44.63%,44.63%,14.00%,14.00%,,94.9%,,53.94%,,37.87%,,59.76%,,71.33%,,20.50%,66.00%,66.00%,,100.00%,,84.80%,,78.08%,1,1,0,0,1100,MDA1,IVM+ALB,,lf+onch,,206.3951981,,,,,,,,,,0
Indonesia,SEA,"258,162,113",157189.17,390.3464548,246.5502938,"1,246.84","1,493.39","2,682.62","9,099.33","11,781.95","10,451.71","10,907.62",21359.33233,0,"71,241,075","36,292,569",50.94%,50.94%,25.82%,25.82%,32.59%,32.59%,32.10%,32.10%,,,,68.90%,1.61%,0.00%,0.00%,5.41%,8.37%,3.92%,6.09%,8.85%,13.61%,0.00%,,47.82%,72.00%,72.00%,,14.00%,,94.9%,66.70%,66.70%,,37.87%,,59.76%,,71.33%,,20.50%,,83.00%,,100.00%,,84.80%,,78.08%,1,0,1,0,1010,MDA1/2+T2,IVM+ALB or DEC +ALB,PZQ,lf+schist ,,194.3560168,126.69,,,,,,,,,
Iran,EMR,"79,360,487",0,261.0575567,0.000237777,0.001279477,0.001517254,68.8644084,60.0202665,128.8846749,71.543026,52.20908432,123.7521103,0,,,,57.09%,,73.90%,,99.33%,,53.01%,,,,40.14%,0.00%,0.00%,0.00%,0.00%,0.18%,0.00%,0.19%,0.00%,1.40%,0.00%,,37.13%,,79.35%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,95.50%,,100.00%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Iraq,EMR,"36,115,649",0,5667.600259,0.003789104,0.012415977,0.016205081,0.58583039,0.82876158,1.414591965,48.06452431,17.96752216,66.03204646,0,,,,57.09%,,73.90%,,99.33%,,53.01%,,,,40.14%,0.00%,2.00%,0.25%,0.00%,0.04%,0.00%,0.00%,0.00%,0.06%,0.00%,,37.13%,,79.35%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,95.50%,95.50%,,100.00%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Ireland,EUR,"4,676,835",0,0,0,0,0,0,0,0,0,0,0,0,,,,57.09%,,47.92%,,2.23%,,59.83%,,,,68.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Israel,EUR,"8,380,100",0,0,0,0,0,0,0,0,0,0,0,0,,,,57.09%,,47.92%,,2.23%,,59.83%,,,,68.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Italy,EUR,"60,730,582",0,0,0,0,0,0,0,0,0,0,0,0,,,,57.09%,,47.92%,,2.23%,,59.83%,,,,68.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Jamaica,AMR,"2,871,934",0,0,22.90234443,98.15,121.0477371,36.2406671,90.7991237,127.0397908,127.7995658,243.2989124,371.0984782,0,,,,35.66%,,47.92%,,68.50%,,75.51%,,,,71.01%,0.00%,0.00%,0.00%,4.79%,6.71%,4.14%,6.62%,21.11%,32.22%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Japan,WPR,"127,141,000",0,0,0,0,0,0,0,0,0,0,0,0,,,,37.84%,,73.97%,,61.41%,,60.18%,,,,68.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,50.00%,,66.20%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,57.69%,,31.45%,,96.93%,,93.05%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Jordan,EMR,"9,159,302",0,198.5975286,0.787975935,4.041192046,4.829167981,22.7096048,59.4369585,82.14656332,109.3714478,254.9482146,364.3196623,0,,,,57.09%,,73.90%,,99.33%,,53.01%,,,,40.14%,0.00%,0.00%,0.01%,0.00%,5.54%,0.00%,1.62%,0.00%,19.28%,0.00%,,37.13%,,79.35%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,95.50%,,100.00%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Kazakhstan,EUR,"17,544,126",0,0,0,0,0,0.11295732,0.10782092,0.220778238,529.6460477,"1,036.38",1566.027408,0,,,,57.09%,,47.92%,,2.23%,,59.83%,,,,68.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.44%,30.52%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,1,1,0,0110,MDA3+T2,IVM,PZQ,onch+schist,,,0.0,,,,,,,,,0
Kenya,AFR,"47,236,259",1031.31,66579.20356,28.1263969,133.9022884,162.0286853,692.556757,"2,016.83",2709.383458,1671.376756,542.6569952,2214.033751,0,"3,918,406","977,783",24.95%,24.95%,20.70%,20.70%,22.62%,22.62%,24.76%,24.76%,No PC required,No PC required,,63.75%,0.06%,16.00%,4.51%,2.83%,4.45%,3.27%,5.40%,3.74%,5.95%,0.00%,51.85%,51.85%,53.70%,53.70%,,29.43%,,93%,,38.16%,,48.59%,,47.18%,,86.99%,,70.92%,75.80%,75.80%,85.50%,85.50%,,69.60%,,83.90%,1,0,1,0,1010,MDA1/2+T2,IVM+ALB or DEC +ALB,PZQ,lf+schist ,,0.04904665676,15872.844,,,,,,,,,
Kiribati,WPR,"112,407",0,0,0.065483695,0.760753201,0.826236896,2.43435668,6.55398053,8.988337207,0.548260815,0.151682132,0.699942947,0,,,,37.84%,,73.97%,100.00%,100.00%,69.01%,69.01%,,,,68.90%,0.00%,0.00%,0.00%,0.00%,5.45%,0.00%,7.86%,0.00%,0.00%,0.00%,,50.00%,,66.20%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,57.69%,,31.45%,,96.93%,,93.05%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Kuwait,EMR,"3,935,794",0,0,0,0,0,0,0,0,0,0,0,0,,,,57.09%,,73.90%,,99.33%,,53.01%,,,,40.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,79.35%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,95.50%,,100.00%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Kyrgyzstan,EUR,"5,956,900",0,0,0,0,0,0.04143089,0.03717884,0.078609735,223.8033356,482.367302,706.1706375,0,,,,57.09%,,47.92%,,2.23%,100.00%,100.00%,,,,68.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.72%,30.83%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,1,0,0,0100,MDA3,IVM,,onch only,,,,,,,,,,,,0
Lao People's Democratic Republic,WPR,"6,663,967",202.41,1027.818924,227.0910632,157.5949044,384.6859676,0,0,636.3929397,3075.098991,720.7043868,3795.803377,0,"136,609","119,687",87.61%,87.61%,71.86%,71.86%,87.61%,87.61%,91.60%,91.60%,,,,68.90%,0.05%,2.00%,0.24%,0.00%,11.74%,0.00%,6.93%,0.00%,9.46%,0.00%,,50.00%,,66.20%,,37.15%,,94.9%,33.30%,33.30%,27.90%,27.90%,,65.10%,36.00%,36.00%,17.60%,17.60%,,96.93%,,93.05%,,84.80%,,78.08%,1,0,1,0,1010,MDA1/2+T2,IVM+ALB or DEC +ALB,PZQ,lf+schist ,,0.04884148232,2203.822,,,,,,,,,
Latvia,EUR,"1,977,527",0,0,0,0,0,0,0,0,0.025710836,0.017082562,0.042793398,0,,,,57.09%,,47.92%,,2.23%,,59.83%,,,,68.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Lebanon,EMR,"5,851,479",0,1.335392693,0,0,0,0.01634931,0.02189526,0.03824457,0.157066035,0.151783557,0.308849592,0,,,,57.09%,,73.90%,,99.33%,,53.01%,,,,40.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,79.35%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,95.50%,,100.00%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Lesotho,AFR,"2,174,645",0,0,150.764897,801.0790615,951.8439585,117.371253,366.624415,483.9956674,77.01809953,90.09230754,167.1104071,0,,,,33.45%,,42.20%,,80.85%,,59.38%,,,,63.75%,0.00%,0.00%,0.00%,0.00%,51.52%,0.00%,19.01%,0.00%,21.07%,0.00%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,48.59%,,47.18%,,86.99%,,70.92%,,90.67%,,84.83%,,69.60%,,83.90%,0,1,1,1,0111,MDA1+T2,IVM+ALB,PZQ,onch+schist+sth,,,0.0,120.9515522,,160.6271453,74.46482831,,22.13881987,,13.37095796,0
Liberia,AFR,"4,499,621",9118.63,12442.74437,27.05330831,117.0190521,144.0723604,524.284269,"1,401.34",1925.622816,1302.702365,400.211316,1702.913681,46920.28004,"2,787,902","1,696,195",60.84%,60.84%,,42.20%,,80.85%,39.48%,39.48%,"2,987,796.00","1,777,512.00",59.49%,59.49%,5.29%,31.00%,8.76%,0.00%,20.49%,0.00%,26.97%,0.00%,18.27%,16.75%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,48.59%,,47.18%,,86.99%,,70.92%,,90.67%,,84.83%,,69.60%,92.59%,92.59%,1,0,1,1,1011,MDA1/2+T2,IVM+ALB or DEC +ALB,PZQ,lf+schist+sth,,105.2162126,7075.225,4.252724342,,5.486776158,197.7255863,,40.75550695,,27.69785223,
Libya,EMR,"6,234,955",0,7117.373296,0.220059496,1.205832623,1.425892119,0.0147247,0.03225784,0.046982547,6.030869641,6.170925496,12.20179514,0,,,,57.09%,,73.90%,,99.33%,,53.01%,,,,40.14%,0.00%,15.00%,1.91%,0.00%,0.57%,0.00%,0.00%,0.00%,0.84%,0.00%,,37.13%,,79.35%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,95.50%,,100.00%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Lithuania,EUR,"2,904,910",0,0,0,0,0,0,0,0,0.063013749,0.038980752,0.101994502,0,,,,57.09%,,47.92%,,2.23%,,59.83%,,,,68.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Luxembourg,EUR,"569,604",0,0,0,0,0,0,0,0,0,0,0,0,,,,57.09%,,47.92%,,2.23%,,59.83%,,,,68.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,1,0,0,0100,MDA3,IVM,,onch only,,,,,,,,,,,,0
Madagascar,AFR,"24,234,088",23686.45,34675.47769,1079.962588,"3,945.65",5025.614699,688.278103,"1,713.46","2,401.74","15,766.18","7,354.36",23120.53205,0,"18,813,918","8,800,912",46.78%,46.78%,17.90%,17.90%,97.79%,97.79%,61.35%,61.35%,,,,63.75%,2.34%,13.00%,4.55%,18.24%,28.33%,4.82%,7.68%,19.78%,30.33%,0.00%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,48.59%,,47.18%,,86.99%,,70.92%,,90.67%,,84.83%,,69.60%,,83.90%,1,1,1,1,1111,MDA1+T2,IVM+ALB,PZQ,lf+onch+schist+sth,,88.49165625,6300.509,459.0064847,,623.9775486,339.7234058,,27184.84779,,8307.917754,0
Malawi,AFR,"17,573,607",20685.54,19398.96914,1.284174902,5.620548022,6.904722925,232.173269,577.512188,809.6854566,1664.872107,210.2631716,1875.135278,4332.198064,,,,33.45%,80.10%,80.10%,,80.85%,100.00%,100.00%,"2,240,773.00","1,849,564.00",82.54%,82.54%,2.43%,9.00%,3.34%,2.42%,3.78%,2.42%,3.86%,2.22%,3.49%,0.35%,,31.23%,,40.00%,,29.43%,,97.40%,,38.16%,,48.59%,,47.18%,92.30%,92.30%,98.20%,98.20%,,90.67%,,84.83%,,69.60%,,83.90%,0,0,1,0,0010,T2,,PZQ,schist only,,,68847.959,,,,,,,,,
Malaysia,WPR,"30,723,155",95.55,0,136.10,499.02,635.112166,1296.77091,"4,084.73","5,381.50","1,611.83","5,000.14",6611.96705,0,"174,474","154,976",88.82%,88.82%,,73.97%,,61.41%,,60.18%,,,,68.90%,0.00%,0.00%,0.00%,12.22%,14.27%,13.17%,20.72%,28.54%,43.32%,0.00%,,50.00%,,66.20%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,57.69%,,31.45%,97.40%,97.40%,,93.05%,,84.80%,,78.08%,1,0,0,1,1001,MDA1/2,IVM+ALB or DEC+ALB,,lf+sth,0,0,,24.16751204,,56.94081785,543.7354484,,3753.002527,,2757.564112,
Maldives,SEA,"409,163",17.08,0,0,0,0,0.00146401,0.00196339,0.003427405,0.043934922,0.017199586,0.061134508,0,,,,71.02%,,25.82%,,62.29%,,82.47%,,,,68.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,47.82%,,58.32%,,14.00%,,94.9%,,53.94%,,37.87%,,59.76%,,71.33%,,20.50%,,83.00%,,100.00%,,84.80%,,78.08%,0,1,1,0,0110,MDA3+T2,IVM,PZQ,onch+schist,,,0.0,,,,,,,,,0
Mali,AFR,"17,467,905",33671.89,15616.47774,0.015047262,0.081453714,0.096500977,465.364172,"1,372.77",1838.137277,2160.348022,284.1793502,2444.527372,0,"15,923,224","9,713,502",61.00%,61.00%,65.70%,65.70%,100.00%,100.00%,98.30%,98.30%,"5,099,027.00","3,609,017.00",70.78%,70.78%,4.07%,7.00%,2.13%,0.00%,1.17%,0.00%,6.97%,0.00%,0.46%,0.00%,,31.23%,,40.00%,,29.43%,,97.60%,,38.16%,,48.59%,,47.18%,83.80%,83.80%,37.15%,37.15%,,90.67%,,84.83%,,69.60%,98.00%,98.00%,1,0,1,0,1010,MDA1/2+T2,IVM+ALB or DEC +ALB,PZQ,lf+schist ,,299.8861069,27911.59,,,,,,,,,
Malta,EUR,"431,874",0,0,0,0,0,0,0,0,0,0,0,0,,,,57.09%,,47.92%,,2.23%,,59.83%,,,,68.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Marshall Islands,WPR,"52,994",18.73,0,0.03933349,0.346622191,0.38595568,6.91681095,16.6257395,23.54255047,0.80479084,0.359423416,1.164214256,0,,,,37.84%,,73.97%,100.00%,100.00%,100.00%,100.00%,,,,68.90%,0.00%,0.00%,0.00%,0.00%,5.34%,0.00%,23.75%,0.00%,5.79%,0.00%,,50.00%,,66.20%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,57.69%,,31.45%,,96.93%,,93.05%,,84.80%,,78.08%,0,1,0,0,0100,MDA3,IVM,,onch only,,,,,,,,,,,,0
Mauritania,AFR,"4,182,341",99.57,6625.887118,0.417987365,2.167105104,2.585092468,26.3343016,80.5663841,106.9006858,62.91897942,13.03854274,75.95752216,0,,,,33.45%,21.20%,21.20%,,80.85%,,59.38%,,,,63.75%,0.02%,19.00%,5.17%,0.00%,3.29%,0.00%,3.00%,0.00%,0.81%,0.00%,,31.23%,,40.00%,,29.43%,,89.20%,,38.16%,,48.59%,,47.18%,,86.99%,,70.92%,,90.67%,,84.83%,,69.60%,,83.90%,0,0,1,0,0010,T2,,PZQ,schist only,,,1545.182,,,,,,,,,
