Country,WHO Region,Population,LF DALYs,Schist DALYs,Whipworm DALYs,Unnamed: 6,Unnamed: 7,Hookworm DALYs,Unnamed: 9,Unnamed: 10,Roundworm DALYs,Unnamed: 12,Unnamed: 13,Unnamed: 14,LF Treatment Coverage,Unnamed: 16,Unnamed: 17,Unnamed: 18,SCHIST Treatment Coverage,Unnamed: 20,STH,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Prevalence (%),Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,LF Efficacy,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,SCHIST Efficacy,Unnamed: 46,Whipworm Efficacy,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Hookworm Efficacy,Unnamed: 54,Unnamed: 55,Unnamed: 56,Roundworm Efficacy,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Treatment Guidelines,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Impact of LF,Unnamed: 75,Impact of Schist,Impact of Whipworm,Unnamed: 78,Unnamed: 79,Impact of Hookworm,Unnamed: 81,Impact of Roundworm,Unnamed: 83,Unnamed: 84
,,,Total,Total DALYs,Under 5 Years,5-14 Years,Total,Under 5 Years,5-14 Years,Total,Under 5 Years,5-14 Years,Total,"Input to make model identical to 2013, 2015",Prevalence,Number Treated,LF Treatment Coverage,Estimated LF Treatment Coverage,SCHIST Treatment Coverage,Estimated Schist Treatment Coverage,STH Pre-SAC Treatment Coverage,14842.84%,STH SAC Treatment Coverage,10631.67%,"Input to make model identical to 2013, 2015","Input to make model identical to 2013, 2015","Input to make model identical to 2013, 2015","Input to make model identical to 2013, 2015",LF,SCHIST All Ages,SCHIST SAC,Whipworm,Whipworm,Hookworm,Hookworm,Roundworm,Roundworm,"This col was input to make placement of data identical to 2013, 2015 for SA",Single Dose of DEC (6mg/kg),Estimated Efficacy,Single dose of DEC (6mg/kg) + ALB(400mg),Estimated Efficacy,Combination of ALB (400mg) +IVM (400ug/kg),Estimated Efficacy,PZQ,,Alb,,Mbd,,Ivm+Alb,,Alb,,Mbd,,Alb,,Mbd,,Ivm+Alb,,"Input to make model identical to 2013, 2015","Input to make model identical to 2013, 2015",LF,ONCH,SCHIST,STH Level,Coding,MDA type,Treatment Part 1,Treatment Part 2,Diseases targeted by the MDA,DEC+ALB,IVM+ALB,PZQ,ALB,MBD,IVM+ALB,ALB,MBD,ALB,MBD,IVM+ALB
Russia,EUR,"142,849,449",0.00,0.00,,,0,0,0,0.00,0.00,0,0,,,,,40.13%,24.74%,24.74%,,100.00%,,71.74%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,35.74%,,51.37%,,37.15%,,90.6%,,38.43%,,51.22%,,71.77%,,79.24%,,51.15%,,94.03%,,92.29%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Rwanda,AFR,"10,246,842",0.00,"11,511.82",130.45,510.10,640.54,"1,181.56","2,999.13","4,180.69","3,241.44","1,889.75",5131.191703,,,,,17.16%,,25.20%,99.53%,99.53%,100.00%,100.00%,,,,,0.00%,10.00%,2.91%,0.00%,19.63%,0.00%,25.91%,18.00%,26.65%,,,31.23%,,40.00%,,29.43%,,85.9%,,35.38%,,59.18%,,70.60%,,81.32%,,70.92%,,86.57%,,92.03%,,100.00%,,,0,1,1,1,0111,MDA1+T2,IVM+ALB,PZQ,onch+schist+sth,,,3180.394,54.84251193,,240.5030099,3382.896648,,6877.733147,,
Saint Kitts and Nevis,AMR,"51,445",0.00,0.00,,,0.00,0.00,0,0.00,,,0,,,,,14.55%,,39.44%,,36.16%,,50.16%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Saint Lucia,AMR,"172,580",0.00,28.68,0.20,1.386737193,1.586601093,3.50137914,16.0868507,19.58822985,1.246582724,4.221302209,5.467884933,,,,,14.55%,,39.44%,,36.16%,,50.16%,,,,,0.00%,2.00%,0.05%,8.73%,14.00%,8.24%,13.12%,12.00%,18.53%,,,25.90%,,34.65%,,75.75%,,100%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Saint Vincent and the Grenadines,AMR,"109,315",0.00,0.00,0.002384223,0.016099252,0.018483475,3.05922575,10.0241389,13.08336466,0.520856166,0.816573991,1.337430157,,,,,14.55%,,39.44%,,36.16%,,50.16%,,,,,0.00%,0.00%,0.00%,2.90%,4.59%,9.04%,13.89%,7.00%,10.57%,,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Samoa,WPR,"186,205",163.31,0.00,0.000423362,0.00,0.00,0.92,2.95,3.88,1.50,0.41,2,,"186,649",,0.00%,19.55%,,62.60%,,55.18%,,48.26%,,,,,0.00%,0.00%,0.00%,0.00%,2.01%,0.00%,1.95%,0.00%,0.00%,,,38.00%,,65.70%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,68.82%,,46.05%,,96.93%,,93.05%,,100.00%,,,1,0,0,0,1000,MDA1/2,DEC+ALB,,lf only,0,,,,,,,,,,
San Marino,EUR,"31,110",0.00,0.00,,,0,0,0,0,,,0,,,,,40.13%,,34.68%,,100.00%,,71.74%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,35.74%,,51.37%,,37.15%,,90.6%,,38.43%,,51.22%,,71.77%,,79.24%,,51.15%,,94.03%,,92.29%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Sao Tome and Principe,AFR,"174,776",422.07,195.55,6.147341671,21.7702436,27.91758527,10.1985797,26.5915571,36.79013678,34.38840886,38.4773931,73,,"410,000",,0.00%,17.16%,,25.20%,24.94%,24.94%,62.71%,62.71%,,,,,0.00%,15.00%,5.59%,21.35%,32.61%,9.53%,15.48%,0.00%,39.34%,,,31.23%,,40.00%,,29.43%,,85.9%,,35.38%,,59.18%,,70.60%,,81.32%,,70.92%,,86.57%,,92.03%,,100.00%,,,1,1,1,1,1111,MDA1+T2,IVM+ALB,PZQ,lf+onch+schist+sth,,0,54.025,2.151635171,,5.921068022,4.532177917,,17.97757597,,25.45878597
Saudi Arabia,EMR,"27,425,676",0.00,479.31,0.008854095,0.052564997,0.061419092,163.997528,362.887787,526.885315,35.08426773,39.92156368,75.00583141,,,,,32.11%,42.34%,42.34%,,90.19%,,9.40%,,,,,0.00%,0.00%,0.01%,0.00%,0.89%,0.00%,2.37%,0.00%,4.32%,,,35.74%,,79.35%,,37.15%,,90.6%,,38.43%,,51.22%,,71.77%,,93.08%,,51.15%,,95.50%,,100.00%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Senegal,AFR,"12,916,229","8,577.34","43,189.85",12.0094881,48.21143218,60.22092027,148.370429,343.789155,492.1595839,1200.630374,166.5084045,"1,367",,"5,314,600",,0.00%,17.16%,,25.20%,100.00%,100.00%,13.90%,13.90%,,,,,0.00%,38.00%,13.17%,0.00%,8.30%,0.00%,3.39%,0.00%,3.16%,,,31.23%,,40.00%,,29.43%,,88%,,35.38%,,59.18%,,70.60%,,81.32%,,70.92%,,86.57%,,92.03%,,100.00%,,,1,1,1,0,1110,MDA1+T2,IVM+ALB,PZQ,lf+onch+schist ,,0,12306.976,,,,,,,,
Serbia,EUR,"7,291,436",0.00,0.00,0,0,0,0,0,0,0.546816719,0.274769012,0.821585732,,,,,40.13%,,34.68%,,100.00%,,71.74%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,35.74%,,51.37%,,37.15%,,90.6%,,38.43%,,51.22%,,71.77%,,79.24%,,51.15%,,94.03%,,92.29%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Seychelles,AFR,"89,770",0.00,0.00,4.048196999,14.59599173,18.64,3.81,12.95,16.76,1.42,2.43,3.848325233,,,,,17.16%,93.20%,93.20%,,72.67%,,43.42%,,,,,0.00%,0.00%,0.00%,0.00%,44.49%,0.00%,17.63%,15.00%,21.76%,,,31.23%,,40.00%,,29.43%,,85.9%,,35.38%,,59.18%,,70.60%,,81.32%,,70.92%,,86.57%,,92.03%,,100.00%,,,0,0,0,1,0001,T3,ALB or MBD,,sth only,,,,1.178917782,2.246153155,,1.24641817,1.016137817,0.679601203,0.7819975095,
Sierra Leone,AFR,"6,458,720","7,020.29","5,659.54",49.14689241,205.3233071,254.4701995,538.583461,"1,494.92",2033.500066,6190.486491,1163.976668,"7,354",,"6,127,337","4,760,021",77.68%,77.68%,,25.20%,100.00%,100.00%,98.03%,98.03%,,,,,0.00%,4.00%,1.23%,13.60%,21.19%,12.97%,20.86%,0.00%,21.72%,,,31.23%,,40.00%,,29.43%,,85.9%,,35.38%,,59.18%,,70.60%,,81.32%,,70.92%,,86.57%,,92.03%,,100.00%,,,1,1,1,1,1111,MDA1+T2,IVM+ALB,PZQ,lf+onch+schist+sth,,0,1563.573,26.76305394,,113.8322585,1529.902557,,1417.294098,,
Singapore,WPR,"5,076,732",0.00,0.00,0,0,0,0,0,0,0,0,0,,,,,19.55%,,62.60%,,55.18%,,48.26%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,38.00%,,65.70%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,68.82%,,46.05%,,96.93%,,93.05%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Sint Maarten (Dutch part),AMR,"35,474",0.00,0.00,,,0,0,0,0,,,0,,,,,14.55%,,39.44%,,36.16%,,50.16%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Slovakia,EUR,"5,391,428",0.00,0.00,0,0,0,0,0,0,0.184055759,0.091193479,0.275249237,,,,,40.13%,,34.68%,,100.00%,,71.74%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,35.74%,,51.37%,,37.15%,,90.6%,,38.43%,,51.22%,,71.77%,,79.24%,,51.15%,,94.03%,,92.29%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Slovenia,EUR,"2,048,583",0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0,,,,,40.13%,,34.68%,,100.00%,,71.74%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,35.74%,,51.37%,,37.15%,,90.6%,,38.43%,,51.22%,,71.77%,,79.24%,,51.15%,,94.03%,,92.29%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Solomon Islands,WPR,"527,790",0.00,0.00,8.856644534,34.68912185,43.54576639,81.0778054,215.482529,296.5603341,26.96973632,11.93238798,38.9021243,,,,,19.55%,,62.60%,,55.18%,,48.26%,,,,,0.00%,0.00%,0.00%,0.00%,26.25%,0.00%,30.66%,0.00%,3.43%,,,38.00%,,65.70%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,68.82%,,46.05%,,96.93%,,93.05%,,100.00%,,,0,0,0,1,0001,T3,ALB or MBD,,sth only,,,,1.896808645,2.284302819,,32.85668343,18.87944284,0.3599062181,0.3337887623,
Somalia,EMR,"12,053,223",0.00,"17,559.74",196.0855349,"1,095.20","1,291.29",775.98,"3,222.82",3998.800073,2186.311012,444.0345945,2630.345607,,,,,32.11%,,59.49%,70.57%,70.57%,0.02%,0.02%,,,,,0.00%,16.00%,4.69%,18.48%,28.90%,12.52%,20.22%,5.00%,7.92%,,,35.74%,,79.35%,,37.15%,,90.6%,,38.43%,,51.22%,,71.77%,,93.08%,,51.15%,,95.50%,,100.00%,,100.00%,,,0,1,1,0,0110,MDA3+T2,IVM,PZQ,onch+schist,,,20529.1,,,,,,,,
South Africa,AFR,"50,979,432",0.00,"45,344.39","1,177.04","6,244.19","7,421.23","2,904.20","8,955.31","11,859.50",682.26,"1,463.52",2145.775885,,,,,17.16%,,25.20%,,72.67%,,43.42%,,,,,0.00%,11.00%,2.74%,0.00%,42.07%,0.00%,22.61%,0.00%,19.66%,,,31.23%,,40.00%,,29.43%,,95.30%,48.53%,48.53%,,59.18%,,70.60%,,81.32%,,70.92%,,86.57%,,92.03%,,100.00%,,,0,1,1,1,0111,MDA1+T2,IVM+ALB,PZQ,onch+schist+sth,,,14331.53,701.4116819,,1161.302362,1105.075128,,173.2628287,,220.7833325
South Sudan,AFR,"10,067,192","2,485.45","16,228.15",1.086049839,3.083783816,4.169833655,504.061587,919.086975,1423.148562,7094.201147,565.0620872,7659.263235,,,,,17.16%,,25.20%,,72.67%,,43.42%,,,,,0.28%,15.00%,5.59%,2.05%,3.29%,5.65%,9.08%,1.00%,1.66%,,,31.23%,,40.00%,,29.43%,,85.9%,,35.38%,,59.18%,,70.60%,,81.32%,,70.92%,,86.57%,,92.03%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Spain,EUR,"46,576,897",0.00,0.00,0,0,0,0,0,0,0,0,0,,,,,40.13%,24.79%,24.79%,,100.00%,,71.74%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,35.74%,,51.37%,,37.15%,,90.6%,,38.43%,,51.22%,,71.77%,,79.24%,,51.15%,,94.03%,,92.29%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Sri Lanka,SEA,"20,119,000","8,991.06",0.00,26.26,116.27,142.53,232.10,642.77,874.86,152.05,216.81,368.865406,,,,,38.43%,,73.67%,,32.51%,,37.79%,,,,,0.57%,0.00%,0.00%,0.00%,7.69%,0.00%,5.90%,5.00%,7.42%,,58.34%,58.34%,,58.32%,,14.00%,,94.9%,,47.57%,,37.87%,,71.77%,88.95%,88.95%,63.63%,63.63%,,100.00%,,100.00%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Sudan,EMR,"34,385,963","2,341.43","21,047.66",2.006578665,10.88797944,12.89455811,855.996296,3101.42338,3957.419674,1265.463273,326.3822075,"1,592",,"23,351,147",,0.00%,32.11%,,59.49%,100.00%,100.00%,0.04%,0.04%,,,,,0.12%,4.00%,1.02%,2.09%,3.28%,5.76%,9.07%,0.00%,1.66%,,,35.74%,,79.35%,,37.15%,,92.50%,,38.43%,,51.22%,,71.77%,,93.08%,,51.15%,,95.50%,,100.00%,,100.00%,,,1,1,1,0,1110,MDA1+T2,IVM+ALB,PZQ,lf+onch+schist ,,0.3806440392,25754.299,,,,,,,,
Suriname,AMR,"526,103",0.00,481.89,2.90E-06,2.38E-05,2.67E-05,6.93059029,25.414022,32.3446123,4.489049489,1.818567069,6.307616558,,,,,14.55%,,39.44%,,36.16%,,50.16%,,,,,0.00%,13.00%,0.40%,0.29%,0.46%,4.04%,6.54%,1.00%,1.76%,,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Swaziland,AFR,"1,202,843",0.00,958.73,51.60476126,239.645666,291.2504273,204.247898,593.635581,797.8834792,97.20338888,83.27161878,180.4750077,,,,,17.16%,,25.20%,52.91%,52.91%,,43.42%,,,,,0.00%,5.00%,1.53%,0.00%,41.41%,0.00%,39.51%,0.00%,25.16%,,,31.23%,,40.00%,,29.43%,,85.9%,,35.38%,,59.18%,,70.60%,,81.32%,,70.92%,,86.57%,,92.03%,,100.00%,,,0,1,1,1,0111,MDA1+T2,IVM+ALB,PZQ,onch+schist+sth,,,264.87,18.01544646,,43.87252959,128.0280948,,12.61806435,,16.07879958
Sweden,EUR,"9,378,126",0.00,0.00,0,0,0,0,0,0,0,0,0,,,,,40.13%,,34.68%,,100.00%,,71.74%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,35.74%,,51.37%,,37.15%,,90.6%,,38.43%,,51.22%,,71.77%,,79.24%,,51.15%,,94.03%,,92.29%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Switzerland,EUR,"7,824,909",0.00,0.00,0,0,0,0,0,0,0,0,0,,,,,40.13%,,34.68%,,100.00%,,71.74%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,35.74%,,51.37%,,37.15%,,90.6%,,38.43%,,51.22%,,71.77%,,79.24%,,51.15%,,94.03%,,92.29%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Syrian Arab Republic,EMR,"21,018,834",0.00,"2,903.13",,,15.06201776,0,0,265.9330407,338.7570791,715.8408395,1054.597919,,,,,32.11%,,59.49%,,90.19%,,9.40%,,,,,0.00%,2.00%,0.27%,0.00%,5.42%,0.00%,1.63%,0.00%,18.92%,,,35.74%,,79.35%,,37.15%,,90.6%,,38.43%,,51.22%,,71.77%,,93.08%,,51.15%,,95.50%,,100.00%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Tajikistan,EUR,"7,641,630",0.00,0.00,0.000347131,0.002311432,0.000347131,0.05376845,0.07410601,0.053768453,64.05492565,68.83611284,64.05492565,,,,,40.13%,,34.68%,100.00%,100.00%,,71.74%,,,,,0.00%,0.00%,0.00%,0.00%,0.59%,0.00%,0.00%,8.00%,12.19%,,,35.74%,,51.37%,,37.15%,,90.6%,,38.43%,,51.22%,,71.77%,,79.24%,,51.15%,,94.03%,,92.29%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Tanzania,AFR,"46,098,591","44,776.04","153,080.51",236.1607367,"1,054.40","1,290.56","5,111.44","13,813.78",18925.22016,21841.81019,2739.206458,"24,581",,"37,369,939","4,465,654",11.95%,11.95%,,25.20%,45.22%,45.22%,12.06%,12.06%,,,,,3.01%,37.00%,20.65%,6.60%,10.11%,15.27%,24.02%,3.00%,5.22%,,10.60%,10.60%,26.30%,26.30%,19.40%,19.40%,,85.9%,42.60%,42.60%,24.05%,24.05%,,70.60%,97.40%,97.40%,57.87%,57.87%,,86.57%,,92.03%,,100.00%,,,1,1,1,0,1110,MDA1+T2,IVM+ALB,PZQ,lf+onch+schist ,,31.98624485,42291.868,,,,,,,,
Thailand,SEA,"67,208,808",69.72,0.00,1.608010463,10.01195274,11.62,"1,212.38","4,386.40","5,598.78",253.94,228.39,482,,"80,930","76,500",94.53%,94.53%,94.80%,94.80%,,32.51%,,37.79%,,,,,0.00%,0.00%,0.00%,0.00%,3.08%,0.00%,16.07%,0.00%,5.21%,,,47.82%,,58.32%,,14.00%,,94.9%,67.40%,67.40%,37.87%,37.87%,,71.77%,68.18%,68.18%,24.17%,24.17%,100.00%,100.00%,100.00%,100.00%,,100.00%,,,1,0,0,0,1000,MDA1/2,DEC+ALB,,lf only,0,,,,,,,,,,
The former Yugoslav Republic of Macedonia,EUR,"2,070,739",0.00,0.00,,,0,0,0,0,0.16283512,0.067589245,0.230424365,,,,,40.13%,,34.68%,,100.00%,,71.74%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,35.74%,,51.37%,,37.15%,,90.6%,,38.43%,,51.22%,,71.77%,,79.24%,,51.15%,,94.03%,,92.29%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Timor-Leste,SEA,"1,109,591","3,513.91",0.00,1.530184867,6.87007539,8.400260257,17.613141,51.6101257,69.2232667,122.9999958,60.5226671,184,,"1,047,632",,0.00%,38.43%,,73.67%,,32.51%,,37.79%,,,,,11.09%,0.00%,0.00%,0.00%,11.36%,0.00%,6.19%,8.00%,12.23%,,,47.82%,,58.32%,,14.00%,,94.9%,,47.57%,,37.87%,,71.77%,,78.57%,,43.90%,,100.00%,,100.00%,,100.00%,,,1,0,0,0,1000,MDA1/2,DEC+ALB,,lf only,112.5580522,,,,,,,,,,
Togo,AFR,"6,502,952",768.26,"29,847.55",0.023544917,0.121483193,0.14502811,92.3088879,266.567813,358.8767012,1785.296072,243.3993308,2028.695403,,,,,17.16%,,25.20%,100.00%,100.00%,13.29%,13.29%,,,,,0.00%,52.00%,14.90%,0.00%,2.30%,0.00%,4.93%,0.00%,5.10%,,,31.23%,,40.00%,,29.43%,,85.9%,,35.38%,,59.18%,,70.60%,,81.32%,,70.92%,,86.57%,,92.03%,,100.00%,,,0,1,1,0,0110,MDA3+T2,IVM,PZQ,onch+schist,,,8246.044,,,,,,,,
Tokelau,WPR,,0.00,0.00,,,0,0,0,0,,,0,,,,,19.55%,,62.60%,,55.18%,,48.26%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,38.00%,,65.70%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,68.82%,,46.05%,,96.93%,,93.05%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Tonga,WPR,"104,137",55.72,0.00,0.020441932,0.087779338,0.108221271,1.99002754,4.48038477,6.470412318,0.598937986,0.174029347,0.772967333,,,,,19.55%,,62.60%,,55.18%,,48.26%,,,,,0.00%,0.00%,0.00%,0.00%,6.49%,0.00%,5.82%,0.00%,2.20%,,,38.00%,,65.70%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,68.82%,,46.05%,,96.93%,,93.05%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Trinidad and Tobago,AMR,"1,328,100",0.00,0.00,0.004825054,0.032882281,0.037707335,1.69658831,3.48334058,5.17992889,2.075504425,0.999362432,3.074866857,,,,,14.55%,,39.44%,,36.16%,,50.16%,,,,,0.00%,0.00%,0.00%,1.60%,2.59%,0.55%,0.88%,0.00%,0.72%,,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Tunisia,EMR,"10,639,931",0.00,576.62,0.083891877,0.463814834,0.547706711,0.1177892,0.097668,0.215457205,13.9701494,18.82813736,32.79828676,,,,,32.11%,,59.49%,,90.19%,,9.40%,,,,,0.00%,1.00%,0.07%,0.00%,2.91%,0.00%,0.00%,0.00%,6.57%,,,35.74%,,79.35%,,37.15%,,90.6%,,38.43%,,51.22%,,71.77%,,93.08%,,51.15%,,95.50%,,100.00%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Turkey,EUR,"72,326,914",0.00,446.83,2.593983163,15.25729884,17.851282,0.40340993,1.08172904,1.49,95.49,65.12514656,160.6176922,,,,,40.13%,,34.68%,,100.00%,,71.74%,,,,,0.00%,0.00%,0.01%,1.70%,2.54%,0.00%,0.00%,0.00%,4.12%,,,35.74%,,51.37%,,37.15%,,90.6%,,38.43%,,51.22%,,71.77%,,79.24%,,51.15%,,94.03%,,92.29%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Turkmenistan,EUR,"5,087,210",0.00,0.00,0,0,0,0.06096478,0.0453269,0.106291673,19.54634619,4.374047711,23.92039391,,,,,40.13%,,34.68%,,100.00%,,71.74%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.00%,2.96%,,,35.74%,,51.37%,,37.15%,,90.6%,,38.43%,,51.22%,,71.77%,,79.24%,,51.15%,,94.03%,,92.29%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Turks and Caicos Islands,AMR,"30,994",0.00,0.00,,,0,0,0,0,,,0,,,,,14.55%,,39.44%,,36.16%,,50.16%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Tuvalu,WPR,"10,531",0.00,0.00,,,0,0,0.00,0,,,0,,"9,561",,0.00%,19.55%,,62.60%,87.68%,87.68%,68.85%,68.85%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,38.00%,,65.70%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,68.82%,,46.05%,,96.93%,,93.05%,,100.00%,,,1,0,0,0,1000,MDA1/2,DEC+ALB,,lf only,0,,,,,,,,,,
Uganda,AFR,"33,915,133","19,248.43","116,555.03",29.98771318,115.523194,145.51,"2,069.52","5,665.01",7734.530596,10179.2919,1607.840536,"11,787",,"14,704,200","9,183,256",62.45%,62.45%,,25.20%,53.01%,53.01%,68.46%,68.46%,,,,,0.00%,38.00%,22.69%,0.00%,4.28%,0.00%,13.74%,0.00%,3.67%,,,31.23%,,40.00%,,29.43%,,44.30%,33.30%,33.30%,,59.18%,70.60%,70.60%,,81.32%,,70.92%,,86.57%,,92.03%,,100.00%,,,1,1,1,0,1110,MDA1+T2,IVM+ALB,PZQ,lf+onch+schist ,,0,14646.853,,,,,,,,
Ukraine,EUR,"45,870,700",0.00,0.00,0,0,0,0,0,0,0,0,0,,,,,40.13%,27.59%,27.59%,,100.00%,,71.74%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,35.74%,,51.37%,,37.15%,,90.6%,,38.43%,,51.22%,,71.77%,,79.24%,,51.15%,,94.03%,,92.29%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
United Arab Emirates,EMR,"8,270,684",0.00,0.00,0,0,0,0.04552268,0.03293672,0.078459397,0.587896964,0.114154025,0.702050989,,,,,32.11%,,59.49%,,90.19%,,9.40%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,35.74%,,79.35%,,37.15%,,90.6%,,38.43%,,51.22%,,71.77%,,93.08%,,51.15%,,95.50%,,100.00%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
United Kingdom of Great Britain and Northern Ireland,EUR,"62,766,365",0.00,0.00,,,0,0,0,0,,,0,,,,,40.13%,,34.68%,,100.00%,,71.74%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,35.74%,,51.37%,,37.15%,,90.6%,,38.43%,,51.22%,,71.77%,,79.24%,,51.15%,,94.03%,,92.29%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
