Country,Population,DALY,Year,strain,avail_drug_list,avail_drug_col_list,drug_mapping,strain_prevalence,strain_pct,strain_treat_covg_pct,AZM,Impact_AZM,Total_impact
Syrian Arab Republic,18734987.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.1157,0.6853,0.0,0.0
Tajikistan,8548651.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Tanzania,53879957.0,542.72,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},3216046.0,1,0.8245,0.792,0.0,0.0
Thailand,68657600.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.7895,0.0,0.0
The former Yugoslav Republic of Macedonia,2079308.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Timor-Leste,1240977.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.7895,0.0,0.0
Togo,7416802.0,174.3198477,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},0.0,1,0.3836,0.8583,0.0,0.0
Tokelau,,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
Tonga,106364.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
Trinidad and Tobago,1360092.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Tunisia,11273661.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.1157,0.6853,0.0,0.0
Turkey,78271472.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Turkmenistan,5565284.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Turks and Caicos Islands,34339.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Tuvalu,11001.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
Uganda,40144870.0,225.9031026,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},58942100.0,1,0.008199999999999999,0.8583,1.60942206,1.60942206
Ukraine,45154029.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
United Arab Emirates,9154302.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.1157,0.6853,0.0,0.0
United Kingdom of Great Britain and Northern Ireland,65128861.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
United States,320896618.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Uruguay,3431552.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
US Virgin Islands,103574.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Uzbekistan,31298900.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Vanuatu,264603.0,1.056431975,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},277708.0,1,0.3122,0.7895,0.3456333546,0.3456333546
Venezuela,31155134.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Viet Nam,91713300.0,1698.458219,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},3712.0,1,1.0,0.7895,6371.870001,6371.870001
Wallis and Futuna Islands,,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
West Bank and Gaza Strip,4422143.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.1157,0.6853,0.0,0.0
Yemen,26916207.0,406.124231,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},1455523.0,1,0.1157,0.6853,34.96557986,34.96557986
Zambia,16100587.0,114.3979085,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},459753600.0,1,0.0060999999999999995,0.8583,0.6001964864,0.6001964864
Zimbabwe,15777451.0,230.24,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},166015900.0,1,0.3836,0.8583,113.0160827,113.0160827
