Country,Population,DALY,Year,strain,avail_drug_list,avail_drug_col_list,drug_mapping,strain_prevalence,strain_pct,strain_treat_covg_pct,AZM,Impact_AZM,Total_impact
Syrian Arab Republic,18734987.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.1157,0.6853,0.0,0.0
Tajikistan,8548651.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Tanzania,53879957.0,2889.31,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},3216046.0,1,0.8245,0.792,0.0,0.0
Thailand,68657600.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.7895,0.0,0.0
The former Yugoslav Republic of Macedonia,2079308.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Timor-Leste,1240977.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.7895,0.0,0.0
Togo,7416802.0,701.340236,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},0.0,1,0.3836,0.8583,0.0,0.0
Tokelau,,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
Tonga,106364.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
Trinidad and Tobago,1360092.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Tunisia,11273661.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.1157,0.6853,0.0,0.0
Turkey,78271472.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Turkmenistan,5565284.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Turks and Caicos Islands,34339.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Tuvalu,11001.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
Uganda,40144870.0,525.292252,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},58942100.0,1,0.008199999999999999,0.8583,3.742387461,3.742387461
Ukraine,45154029.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
United Arab Emirates,9154302.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.1157,0.6853,0.0,0.0
United Kingdom of Great Britain and Northern Ireland,65128861.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
United States,320896618.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Uruguay,3431552.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
US Virgin Islands,103574.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Uzbekistan,31298900.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Vanuatu,264603.0,16.3046586,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},277708.0,1,0.3122,0.7895,5.334402954,5.334402954
Venezuela,31155134.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Viet Nam,91713300.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},3712.0,1,1.0,0.7895,0.0,0.0
Wallis and Futuna Islands,,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
West Bank and Gaza Strip,4422143.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.1157,0.6853,0.0,0.0
Yemen,26916207.0,3037.6193,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},1455523.0,1,0.1157,0.6853,261.5261836,261.5261836
Zambia,16100587.0,470.549778,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},459753600.0,1,0.0060999999999999995,0.8583,2.468771738,2.468771738
Zimbabwe,15777451.0,1882.9,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},166015900.0,1,0.3836,0.8583,924.2386367,924.2386367
